c'	PRO:DEM	ce
est	VER:pres	être
hélène	NOM	hélène
kirchner	NOM	kirchner
,	PUN	,
directrice	ADJ	directeur
du	PRP:det	du
loria	NOM	loria
(	PUN	(
laboratoire	NOM	laboratoire
lorrain	ADJ	lorrain
de	PRP	de
recherche	NOM	recherche
en	PRP	en
informatique	NOM	informatique
et	KON	et
ses	DET:POS	son
applications	NOM	application
)	PUN	)
et	KON	et
de	PRP	de
l'	DET:ART	le
inria	NOM	inria
lorraine	ADJ	lorrain
(	PUN	(
institut	NOM	institut
national	ADJ	national
de	PRP	de
recherche	NOM	recherche
en	PRP	en
informatique	NOM	informatique
et	KON	et
en	PRP	en
automatique	NOM	automatique
)	PUN	)
qui	PRO:REL	qui
a	VER:pres	avoir
accueilli	VER:pper	accueillir
les	DET:ART	le
participants	NOM	participant
à	PRP	à
la	DET:ART	le
journée	NOM	journée
scientifique	ADJ	scientifique
du	PRP:det	du
laboratoire	NOM	laboratoire
qu'	PRO:REL	que
elle	PRO:PER	elle
dirige	VER:pres	diriger
.	SENT	.
quatre	NUM	quatre
intervenants	NOM	intervenant
de	PRP	de
haut	ADJ	haut
niveau	NOM	niveau
,	PUN	,
impliqués	VER:pper	impliquer
dans	PRP	dans
de	PRP	de
nombreuses	ADJ	nombreux
collaborations	NOM	collaboration
nationales	ADJ	national
et	KON	et
internationales	ADJ	international
ont	VER:pres	avoir
été	VER:pper	être
récompensés	VER:pper	récompenser
pour	PRP	pour
leurs	DET:POS	leur
travaux	NOM	travail
.	SENT	.
laurent	VER:pres	laurer
romary	NOM	romary
,	PUN	,
diplômé	VER:pper	diplômer
de	PRP	de
l'	DET:ART	le
ecole	NOM	ecole
supérieure	ADJ	supérieur
d'	PRP	de
electricité	NOM	electricité
et	KON	et
docteur	NOM	docteur
en	PRP	en
informatique	NOM	informatique
,	PUN	,
assure	VER:pres	assurer
la	DET:ART	le
présidence	NOM	présidence
internationale	ADJ	international
du	PRP:det	du
tc	NOM	tc
3	NUM	@card@
7	NUM	@card@
/	PUN	/
sc	NOM	sc
4	NUM	@card@
de	PRP	de
l'	DET:ART	le
iso	NOM	iso
.	SENT	.
a	VER:pres	avoir
l'	DET:ART	le
issue	NOM	issue
de	PRP	de
son	DET:POS	son
intervention	NOM	intervention
par	PRP	par
visioconférence	NOM	visioconférence
(	PUN	(
en	PRP	en
direct	NOM	direct
du	PRP:det	du
japon	NOM	japon
)	PUN	)
le	DET:ART	le
récipiendaire	NOM	récipiendaire
se	PRO:PER	se
voyait	VER:impf	voir
remettre	VER:infi	remettre
,	PUN	,
à	PRP	à
distance	NOM	distance
,	PUN	,
la	DET:ART	le
médaille	NOM	médaille
du	PRP:det	du
loria	NOM	loria
par	PRP	par
bernard	NOM	bernard
larroutrou	ADJ	larroutrou
,	PUN	,
pdg	NOM	pdg
de	PRP	de
l'	DET:ART	le
inria	NOM	inria
.	SENT	.
claude	NOM	claude
kirchner	NOM	kirchner
,	PUN	,
maître	NOM	maître
de	PRP	de
conférence	NOM	conférence
,	PUN	,
chargé	VER:pper	charger
de	PRP	de
recherche	NOM	recherche
au	PRP:det	au
cnrs	NOM	cnrs
,	PUN	,
actuellement	ADV	actuellement
directeur	ADJ	directeur
de	PRP	de
recherche	NOM	recherche
à	PRP	à
l'	DET:ART	le
inria	NOM	inria
,	PUN	,
collabore	VER:pres	collaborer
régulièrement	ADV	régulièrement
avec	PRP	avec
des	PRP:det	du
partenaires	NOM	partenaire
scientifiques	ADJ	scientifique
tant	ADV	tant
aux	PRP:det	au
etats-unis	NOM	etats-unis
,	PUN	,
en	PRP	en
israël	NAM	Israël
qu'	KON	que
à	PRP	à
taïwan	NOM	taïwan
.	SENT	.
la	DET:ART	le
