l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél	ABR	téléphone
.	SENT	.
répondeur	NOM	répondeur
et	KON	et
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
maison	NOM	maison
des	PRP:det	du
services	NOM	service
:	PUN	:
à	PRP	à
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
permanence	NOM	permanence
du	PRP:det	du
cediff	NOM	cediff
;	PUN	;
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
anpe	NOM	anpe
sur	PRP	sur
convocation	NOM	convocation
;	PUN	;
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
:	PUN	:
service	NOM	service
social	ADJ	social
de	PRP	de
la	DET:ART	le
cram	NOM	cram
et	KON	et
de	PRP	de
la	DET:ART	le
cpam	NOM	cpam
sur	PRP	sur
rendez-vous	NOM	rendez-vous
au	PRP:det	au
03.29	NUM	@card@
.	SENT	.
83.35	NUM	@card@
.	SENT	.
46	NUM	@card@
;	PUN	;
anpe	NOM	anpe
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
sans	PRP	sans
rendez-vous	NOM	rendez-vous
et	KON	et
amatrami	NOM	amatrami
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
messe	NOM	messe
:	PUN	:
à	PRP	à
17	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
.	SENT	.
