l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
magali	ADJ	magali
maselli	NOM	maselli
,	PUN	,
15	NUM	@card@
rue	NOM	rue
du	PRP:det	du
grand	ADJ	grand
jardin	NOM	jardin
,	PUN	,
55500	NUM	@card@
dammarie-sur-saulx	NOM	dammarie-sur-saulx
,	PUN	,
tél	ABR	téléphone
.	SENT	.
/	PUN	/
répondeur	ADJ	répondeur
:	PUN	:
03.29	NUM	@card@
.	SENT	.
75.95	NUM	@card@
.	SENT	.
07	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
ouvert	VER:pper	ouvrir
cet	PRO:DEM	ce
après-midi	NOM	après-midi
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
en	PRP	en
plus	ADV	plus
de	PRP	de
l'	DET:ART	le
ouverture	NOM	ouverture
habituelle	ADJ	habituel
du	PRP:det	du
matin	NOM	matin
.	SENT	.
ouverture	NOM	ouverture
de	PRP	de
la	DET:ART	le
maison	NOM	maison
de	PRP	de
la	DET:ART	le
sécu	NOM	sécu
de	PRP	de
13	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h.	ABR	h.
cie	NOM	cie
azimut	NOM	azimut
:	PUN	:
atelier	NOM	atelier
d'	PRP	de
expression	NOM	expression
corporelle	ADJ	corporel
et	KON	et
dansée	VER:pper	danser
.	SENT	.
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
:	PUN	:
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
à	PRP	à
partir	VER:infi	partir
de	PRP	de
7	NUM	@card@
ans	NOM	an
.	SENT	.
de	PRP	de
19	NUM	@card@
h	ABR	heure
à	PRP	à
20	NUM	@card@
h	ABR	heure
:	PUN	:
pour	PRP	pour
les	DET:ART	le
adultes	NOM	adulte
et	KON	et
les	DET:ART	le
adolescents	NOM	adolescent
.	SENT	.
renseignements	NOM	renseignement
au	PRP:det	au
03.29	NUM	@card@
.	SENT	.
78.66	NUM	@card@
.	SENT	.
60	NUM	@card@
