c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
du	PRP:det	du
relais	NOM	relais
social	ADJ	social
de	PRP	de
la	DET:ART	le
plaine	NOM	plaine
que	KON	que
la	DET:ART	le
classe	NOM	classe
56	NUM	@card@
a	VER:pres	avoir
tenu	VER:pper	tenir
,	PUN	,
vendredi	NOM	vendredi
soir	NOM	soir
,	PUN	,
son	DET:POS	son
assemblée	NOM	assemblée
générale	ADJ	général
annuelle	ADJ	annuel
.	SENT	.
l'	DET:ART	le
occasion	NOM	occasion
pour	PRP	pour
le	DET:ART	le
président	NOM	président
albert	NOM	albert
mougel	ADJ	mougel
,	PUN	,
le	DET:ART	le
trésorier	NOM	trésorier
pierre	NOM	pierre
ballet	NOM	ballet
et	KON	et
le	DET:ART	le
secrétaire	NOM	secrétaire
jacques	NOM	jacque|jacques
rézette	NOM	rézette
de	PRP	de
présenter	VER:infi	présenter
leurs	DET:POS	leur
meilleurs	ADJ	meilleur
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonne	ADJ	bon
et	KON	et
heureuse	ADJ	heureux
santé	NOM	santé
à	PRP	à
tous	PRO:IND	tout
leurs	DET:POS	leur
conscrits	NOM	conscrit
.	SENT	.
les	DET:ART	le
cotisations	NOM	cotisation
pour	PRP	pour
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
ont	VER:pres	avoir
été	VER:pper	être
fixées	VER:pper	fixer
à	PRP	à
10	NUM	@card@
	NOM	
pour	PRP	pour
une	DET:ART	un
personne	NOM	personne
seule	ADJ	seul
et	KON	et
15	NUM	@card@
	NOM	
pour	PRP	pour
un	DET:ART	un
couple	NOM	couple
.	SENT	.
après	PRP	après
le	DET:ART	le
bilan	NOM	bilan
de	PRP	de
l'	DET:ART	le
année	NOM	année
écoulée	VER:pper	écouler
(	PUN	(
soirée	NOM	soirée
beignets	NOM	beignet
de	PRP	de
carnaval	NOM	carnaval
,	PUN	,
voyage	NOM	voyage
sur	PRP	sur
les	DET:ART	le
bords	NOM	bord
de	PRP	de
la	DET:ART	le
loire	NOM	loire
,	PUN	,
repas	NOM	repas
annuel	ADJ	annuel
et	KON	et
soirée	NOM	soirée
beaujolais	NOM	beaujolais
),	ADJ	),
on	PRO:PER	on
a	VER:pres	avoir
fixé	VER:pper	fixer
les	DET:ART	le
grandes	ADJ	grand
dates	NOM	date
de	PRP	de
2003	NUM	@card@
ainsi	KON	ainsi
le	DET:ART	le
7	NUM	@card@
mars	NOM	mars
on	PRO:PER	on
dégustera	VER:futu	déguster
les	DET:ART	le
beignets	NOM	beignet
de	PRP	de
carnaval	NOM	carnaval
,	PUN	,
du	PRP:det	du
12	NUM	@card@
au	PRP:det	au
16	NUM	@card@
mai	NOM	mai
,	PUN	,
la	DET:ART	le
classe	NOM	classe
se	PRO:PER	se
rendra	VER:futu	rendre
au	PRP:det	au
tyrol	NOM	tyrol
,	PUN	,
le	DET:ART	le
26	NUM	@card@
octobre	NOM	octobre
aura	VER:futu	avoir
lieu	NOM	lieu
le	DET:ART	le
repas	NOM	repas
mensuel	ADJ	mensuel
et	KON	et
le	DET:ART	le
20	NUM	@card@
novembre	NOM	novembre
la	DET:ART	le
soirée	NOM	soirée
beaujolais	NOM	beaujolais
.	SENT	.
des	PRP:det	du
dates	NOM	date
pour	PRP	pour
faire	VER:infi	faire
vivre	VER:infi	vivre
la	DET:ART	le
convivialité	NOM	convivialité
et	KON	et
l'	DET:ART	le
amitié	NOM	amitié
.	SENT	.
