c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
rentrant	VER:ppre	rentrer
à	PRP	à
son	DET:POS	son
entreprise	NOM	entreprise
que	KON	que
la	DET:ART	le
voiture	NOM	voiture
de	PRP	de
m.	ABR	m.
chagrot	NOM	chagrot
de	PRP	de
«	PUN:cit	«
location	NOM	location
service	NOM	service
»	PUN:cit	»
a	VER:pres	avoir
pris	VER:pper	prendre
feu	ADJ	feu
,	PUN	,
rue	NOM	rue
de	PRP	de
la	DET:ART	le
prairie	NOM	prairie
.	SENT	.
malgré	PRP	malgré
l'	DET:ART	le
intervention	NOM	intervention
des	PRP:det	du
pompiers	NOM	pompier
le	DET:ART	le
véhicule	NOM	véhicule
est	VER:pres	être
détruit	VER:pper	détruire
.	SENT	.
