l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
agence	NOM	agence
de	PRP	de
bar-le-duc	NOM	bar-le-duc
:	PUN	:
03.29	NUM	@card@
.	SENT	.
79.40	NUM	@card@
.	SENT	.
36	NUM	@card@
service	NOM	service
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	ADJ	dr
gueib	NOM	gueib
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.44	NUM	@card@
.	SENT	.
08	NUM	@card@
;	PUN	;
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
malard	NOM	malard
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.40	NUM	@card@
.	SENT	.
53	NUM	@card@
ou	KON	ou
03.29	NUM	@card@
.	SENT	.
89.22	NUM	@card@
.	SENT	.
21	NUM	@card@
aînés	NOM	aîné
ruraux	ADJ	rural
:	PUN	:
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
otsi	NOM	otsi
(	PUN	(
visite	NOM	visite
possible	ADJ	possible
du	PRP:det	du
musée	NOM	musée
jeanne	NOM	jeanne
d'	PRP	de
arc	NOM	arc
)	PUN	)
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
