l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
.	SENT	.
agence	NOM	agence
de	PRP	de
bar-le-duc	NOM	bar-le-duc
:	PUN	:
03.29	NUM	@card@
.	SENT	.
79.40	NUM	@card@
.	SENT	.
36	NUM	@card@
médecin	NOM	médecin
de	PRP	de
nuit	NOM	nuit
:	PUN	:
.	SENT	.
dr	NOM	dr
delignière	ADJ	delignière
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
90.80	NUM	@card@
.	SENT	.
82	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
.	SENT	.
malard	NOM	malard
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.40	NUM	@card@
.	SENT	.
53	NUM	@card@
ou	KON	ou
03.29	NUM	@card@
.	SENT	.
89.22	NUM	@card@
.	SENT	.
21	NUM	@card@
scrabble	NOM	scrabble
:	PUN	:
.	SENT	.
à	PRP	à
partir	VER:infi	partir
de	PRP	de
14	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
otsi	NOM	otsi
.	SENT	.
(	PUN	(
visite	NOM	visite
possible	ADJ	possible
du	PRP:det	du
musée	NOM	musée
jeanne	NOM	jeanne
d'	PRP	de
arc	NOM	arc
)	PUN	)
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
maison	NOM	maison
de	PRP	de
la	DET:ART	le
«	PUN:cit	«
ùsécu	NOM	ùsécu
»	PUN:cit	»
:	PUN	:
.	SENT	.
13	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
45	NUM	@card@
maison	NOM	maison
du	PRP:det	du
canton	NOM	canton
.	SENT	.
