l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
chantal	ADJ	chantal
schneider	NOM	schneider
à	PRP	à
nicey	NOM	nicey
,	PUN	,
tél/fax	NOM	tél/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
75.03	NUM	@card@
.	SENT	.
20	NUM	@card@
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.03	NUM	@card@
.	SENT	.
76	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
75.00	NUM	@card@
.	SENT	.
86	NUM	@card@
codecom	NOM	codecom
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
communes	NOM	commune
forestières	ADJ	forestier
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
sécurité	NOM	sécurité
sociale	ADJ	social
:	PUN	:
13	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h.	ABR	h.
danse	NOM	danse
country	NOM	country
:	PUN	:
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
longchamps	NOM	longchamps
.	SENT	.
musique	NOM	musique
:	PUN	:
groupe	NOM	groupe
vocal	ADJ	vocal
,	PUN	,
de	PRP	de
21	NUM	@card@
h	ABR	heure
à	PRP	à
22	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
