c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
que	KON	que
m.	VER:simp	m.
monti	NOM	monti
,	PUN	,
président	NOM	président
de	PRP	de
l'	DET:ART	le
instance	NOM	instance
locale	ADJ	local
de	PRP	de
coordination	NOM	coordination
gérontologique	ADJ	gérontologique
,	PUN	,
a	VER:pres	avoir
accueilli	VER:pper	accueillir
les	DET:ART	le
personnes	NOM	personne
âgées	ADJ	âgé
du	PRP:det	du
canton	NOM	canton
pour	PRP	pour
la	DET:ART	le
première	NUM	premier
rencontre	NOM	rencontre
de	PRP	de
l'	DET:ART	le
année	NOM	année
.	SENT	.
les	DET:ART	le
délégués	NOM	délégué
de	PRP	de
l'	DET:ART	le
ilcg	NOM	ilcg
,	PUN	,
evelyne	NOM	evelyne
biver	NOM	biver
et	KON	et
brigitte	VER:pres	brigitte
henry	NOM	henry
ont	VER:pres	avoir
servi	VER:pper	servir
les	DET:ART	le
galettes	NOM	galette
,	PUN	,
tandis	KON	tandis
que	KON	que
reines	NOM	reine
et	KON	et
rois	NOM	roi
se	PRO:PER	se
couronnaient	VER:impf	couronner
.	SENT	.
le	DET:ART	le
mauvais	ADJ	mauvais
temps	NOM	temps
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
empêché	VER:pper	empêcher
les	DET:ART	le
anciens	NOM	ancien
de	PRP	de
passer	VER:infi	passer
un	DET:ART	un
dimanche	NOM	dimanche
très	ADV	très
convivial	ADJ	convivial
.	SENT	.
