«	PUN:cit	«
la	DET:ART	le
vie	NOM	vie
par	PRP	par
le	DET:ART	le
don	NOM	don
d'	PRP	de
organes	NOM	organe
,	PUN	,
de	PRP	de
tissus	NOM	tissu
,	PUN	,
de	PRP	de
moelle	NOM	moelle
,	PUN	,
de	PRP	de
sperme	NOM	sperme
,	PUN	,
de	PRP	de
sang	NOM	sang
».	VER:subi	».
jusqu'au	NOM	jusqu'au
1	NUM	@card@
e	NOM	e
r	VER:subi	r
mars	NOM	mars
,	PUN	,
le	DET:ART	le
carrefour	NOM	carrefour
santé	NOM	santé
de	PRP	de
la	DET:ART	le
caisse	NOM	caisse
primaire	ADJ	primaire
d'	PRP	de
assurance-maladie	NOM	assurance-maladie
(	PUN	(
14	NUM	@card@
rue	NOM	rue
saint-thiébaut	NOM	saint-thiébaut
)	PUN	)
entend	VER:pres	entendre
sensibiliser	VER:infi	sensibiliser
le	DET:ART	le
public	NOM	public
sur	PRP	sur
l'	DET:ART	le
importance	NOM	importance
des	PRP:det	du
greffes	NOM	greffe
.	SENT	.
avec	PRP	avec
tout	PRO:IND	tout
d'	PRP	de
abord	NOM	abord
un	DET:ART	un
chiffre	NOM	chiffre
:	PUN	:
faute	NOM	faute
de	PRP	de
donneurs	NOM	donneur
,	PUN	,
364	NUM	@card@
personnes	NOM	personne
sont	VER:pres	être
décédées	VER:pper	décéder
au	PRP:det	au
cours	NOM	cour|cours
de	PRP	de
l'	DET:ART	le
année	NOM	année
2001	NUM	@card@
en	PRP	en
france	NOM	france
.	SENT	.
que	KON	que
peut-on	VER:subi	peut-on
donner	VER:infi	donner
,	PUN	,
qui	PRO:REL	qui
peut	VER:pres	pouvoir
donner	VER:infi	donner
,	PUN	,
comment	ADV	comment
donner	VER:infi	donner
?	SENT	?
autant	ADV	autant
de	PRP	de
questions	NOM	question
qui	PRO:REL	qui
trouveront	VER:futu	trouver
réponse	NOM	réponse
au	PRP:det	au
carrefour	NOM	carrefour
.	SENT	.
sous	PRP	sous
forme	NOM	forme
de	PRP	de
panneaux	NOM	panneau
,	PUN	,
de	PRP	de
vidéos	NOM	vidéo
,	PUN	,
de	PRP	de
documentation	NOM	documentation
.	SENT	.
un	DET:ART	un
jeu	NOM	jeu
permettra	VER:futu	permettre
de	PRP	de
vérifier	VER:infi	vérifier
ses	DET:POS	son
connaissances	NOM	connaissance
,	PUN	,
avec	PRP	avec
vidéos	NOM	vidéo
et	KON	et
livres	NOM	livre
à	PRP	à
gagner	VER:infi	gagner
.	SENT	.
des	PRP:det	du
conférences-débats	NOM	conférences-débats
seront	VER:futu	être
organisées	VER:pper	organiser
à	PRP	à
la	DET:ART	le
demande	NOM	demande
(	PUN	(
03.83	NUM	@card@
.	SENT	.
35.02	NUM	@card@
.	SENT	.
98	NUM	@card@
),	NOM	),
sur	PRP	sur
l'	DET:ART	le
éthique	NOM	éthique
du	PRP:det	du
don	NOM	don
,	PUN	,
la	DET:ART	le
greffe	NOM	greffe
de	PRP	de
moelle	NOM	moelle
,	PUN	,
le	DET:ART	le
don	NOM	don
du	PRP:det	du
sang	NOM	sang
,	PUN	,
la	DET:ART	le
sécurité	NOM	sécurité
transfusionnelle	ADJ	transfusionnel
...	PUN	...
des	PRP:det	du
cartes	NOM	carte
de	PRP	de
dons	NOM	don
et	KON	et
un	DET:ART	un
recueil	NOM	recueil
de	PRP	de
promesses	NOM	promesse
de	PRP	de
dons	NOM	don
seront	VER:futu	être
mis	VER:pper	mettre
à	PRP	à
disposition	NOM	disposition
des	PRP:det	du
visiteurs	NOM	visiteur
de	PRP	de
l'	DET:ART	le
expo	NOM	expo
,	PUN	,
qui	PRO:REL	qui
auront	VER:futu	avoir
également	ADV	également
la	DET:ART	le
possibilité	NOM	possibilité
de	PRP	de
découvrir	VER:infi	découvrir
_	NOM	_
les	DET:ART	le
11	NUM	@card@
et	KON	et
20	NUM	@card@
février	NOM	février
_	ADJ	_
le	DET:ART	le
plateau	NOM	plateau
technique	ADJ	technique
de	PRP	de
l'	DET:ART	le
établissement	NOM	établissement
français	ADJ	français
du	PRP:det	du
sang	NOM	sang
lorraine-champagne	NOM	lorraine-champagne
,	PUN	,
à	PRP	à
brabois	NOM	brabois
.	SENT	.
les	DET:ART	le
jeux	NOM	jeu
mondiaux	ADJ	mondial
des	PRP:det	du
transplantés	ADJ	transplanté
,	PUN	,
en	PRP	en
juillet	NOM	juillet
,	PUN	,
seront	VER:futu	être
évidemment	ADV	évidemment
le	DET:ART	le
point	NOM	point
d'	PRP	de
orgue	NOM	orgue
de	PRP	de
la	DET:ART	le
sensibilisation	NOM	sensibilisation
au	PRP:det	au
don	NOM	don
.	SENT	.
