l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
mme	VER:simp	mme
lourenço-bouché	VER:pper	lourenço-bouché
,	PUN	,
damvillers	NOM	damvillers
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
85.60	NUM	@card@
.	SENT	.
29	NUM	@card@
cinéma	NOM	cinéma
:	PUN	:
à	PRP	à
21	NUM	@card@
h	ABR	heure
«	PUN:cit	«
une	DET:ART	un
femme	NOM	femme
de	PRP	de
ménage	NOM	ménage
»	PUN:cit	»
