«	PUN:cit	«
bonne	ADJ	bon
année	NOM	année
,	PUN	,
bonne	ADJ	bon
santé	NOM	santé
,	PUN	,
meilleurs	ADJ	meilleur
v	NOM	v
	ADJ	
ux	ADJ	ux
pour	PRP	pour
2003	NUM	@card@
»,	ABR	»,
c'	PRO:DEM	ce
est	VER:pres	être
ainsi	ADV	ainsi
que	KON	que
vendredi	NOM	vendredi
dernier	ADJ	dernier
,	PUN	,
environ	PRP	environ
150	NUM	@card@
personnes	NOM	personne
ont	VER:pres	avoir
répondu	VER:pper	répondre
à	PRP	à
l'	DET:ART	le
appel	NOM	appel
du	PRP:det	du
comité	NOM	comité
des	PRP:det	du
fêtes	NOM	fête
et	KON	et
se	PRO:PER	se
sont	VER:pres	être
souhaité	VER:pper	souhaiter
la	DET:ART	le
bonne	ADJ	bon
année	NOM	année
sous	PRP	sous
le	DET:ART	le
traditionnel	ADJ	traditionnel
bouquet	NOM	bouquet
de	PRP	de
gui	NOM	gui
.	SENT	.
