c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
le	DET:ART	le
5	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
né	VER:pper	naître
najib	NOM	najib
à	PRP	à
la	DET:ART	le
maternité	NOM	maternité
régionale	ADJ	régional
de	PRP	de
nancy	NOM	nancy
.	SENT	.
d'	PRP	de
un	DET:ART	un
poids	NOM	poids
de	PRP	de
3,610	NUM	@card@
kg	ABR	kg
et	KON	et
d'	PRP	de
une	DET:ART	un
taille	NOM	taille
de	PRP	de
50	NUM	@card@
cm	NOM	cm
à	PRP	à
sa	DET:POS	son
venue	NOM	venu|venue
au	PRP:det	au
monde	NOM	monde
,	PUN	,
najib	NOM	najib
est	VER:pres	être
le	DET:ART	le
petit	ADJ	petit
frère	NOM	frère
de	PRP	de
nour	NOM	nour
,	PUN	,
2	NUM	@card@
ans	NOM	an
et	KON	et
demi	NOM	demi
,	PUN	,
et	KON	et
le	DET:ART	le
fils	NOM	fil|fils
de	PRP	de
hassiba	NOM	hassiba
et	KON	et
rachid	NOM	rachid
hadir	ADJ	hadir
,	PUN	,
domiciliés	VER:pper	domicilier
à	PRP	à
neuves-maisons	NOM	neuves-maisons
.	SENT	.
félicitations	NOM	félicitation
.	SENT	.
