l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
myriam	NOM	myriam
kintzinger	NOM	kintzinger
(	PUN	(
culture	NOM	culture
,	PUN	,
communication	NOM	communication
).	VER:ppre	).
obsèques	NOM	obsèques
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
l'	DET:ART	le
église	NOM	église
de	PRP	de
bouligny	ADJ	bouligny
village	NOM	village
,	PUN	,
de	PRP	de
lionel	NOM	lionel
pesavento	ADJ	pesavento
décédé	VER:pper	décéder
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
32	NUM	@card@
ans	NOM	an
.	SENT	.
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
club	NOM	club
abc	ADJ	abc
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
maurice-thorez	ADJ	maurice-thorez
.	SENT	.
maintien	NOM	maintien
en	PRP	en
forme	NOM	forme
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
15	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
gym	NOM	gym
volontaire	ADJ	volontaire
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
v	NOM	v
	NOM	
ux	ADJ	ux
du	PRP:det	du
maire	NOM	maire
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
l'	DET:ART	le
hôtel	NOM	hôtel
de	PRP	de
ville	NOM	ville
,	PUN	,
au	PRP:det	au
cours	NOM	cour|cours
d'	PRP	de
une	DET:ART	un
réception	NOM	réception
ouverte	ADJ	ouvert
à	PRP	à
la	DET:ART	le
population	NOM	population
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
séance	NOM	séance
style	NOM	style
quatre	NUM	quatre
nages	NOM	nage
des	PRP:det	du
jeunes	NOM	jeune
inscrits	ADJ	inscrit
;	PUN	;
de	PRP	de
20	NUM	@card@
h	ABR	heure
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
nocturne	NOM	nocturne
au	PRP:det	au
public	NOM	public
réservée	VER:pper	réserver
aux	PRP:det	au
adultes	NOM	adulte
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
entraînement	NOM	entraînement
des	PRP:det	du
18	NUM	@card@
ans	NOM	an
à	PRP	à
etain	NOM	etain
.	SENT	.
asjpb	NOM	asjpb
basket	NOM	basket
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
entraînement	NOM	entraînement
des	PRP:det	du
cadets	NOM	cadet
et	KON	et
minimes	ADJ	minime
garçons	NOM	garçon
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
.	SENT	.
ping-pong	NOM	ping-pong
:	PUN	:
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
reprise	NOM	reprise
de	PRP	de
l'	DET:ART	le
entraînement	NOM	entraînement
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
