l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
danielle	ADJ	danielle
noë	NOM	noë
,	PUN	,
l	VER:simp	l
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.33	NUM	@card@
.	SENT	.
84	NUM	@card@
.	SENT	.
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
vigneulles	NOM	vigneulles
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
hattonville	NOM	hattonville
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
codécom	NOM	codécom
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
90.00	NUM	@card@
.	SENT	.
60	NUM	@card@
permanence	NOM	permanence
du	PRP:det	du
conseiller	NOM	conseiller
général	ADJ	général
,	PUN	,
président	NOM	président
de	PRP	de
la	DET:ART	le
codécom	NOM	codécom
dans	PRP	dans
les	DET:ART	le
locaux	NOM	local
de	PRP	de
la	DET:ART	le
codécom	NOM	codécom
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
permanences	NOM	permanence
du	PRP:det	du
canton	NOM	canton
:	PUN	:
nonsard	NOM	nonsard
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
buxières-sous-les-côtes	NOM	buxières-sous-les-côtes
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
chaillon	NOM	chaillon
de	PRP	de
13	NUM	@card@
h	ABR	heure
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
heudicourt	VER:pres	heudicourt
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
lachaussée	VER:pper	lachaussée
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
réunion	NOM	réunion
du	PRP:det	du
club	NOM	club
de	PRP	de
l'	DET:ART	le
amitié	NOM	amitié
à	PRP	à
14	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
saint-rémy	NOM	saint-rémy
.	SENT	.
informatique	NOM	informatique
et	KON	et
internet	NOM	Internet
à	PRP	à
la	DET:ART	le
salle	NOM	salle
communale	ADJ	communal
de	PRP	de
hattonville	NOM	hattonville
,	PUN	,
jeux	NOM	jeu
en	PRP	en
réseau	NOM	réseau
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
initiation	NOM	initiation
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
22	NUM	@card@
h.	ABR	h.
don	NOM	don
du	PRP:det	du
sang	NOM	sang
à	PRP	à
salle	NOM	salle
saint-rémy	NOM	saint-rémy
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
