l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
agence	NOM	agence
de	PRP	de
bar-le-duc	NOM	bar-le-duc
,	PUN	,
tél	ABR	téléphone
03.29	NUM	@card@
.	SENT	.
79.40	NUM	@card@
.	SENT	.
36	NUM	@card@
médecin	NOM	médecin
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	NOM	dr
delignière	ADJ	delignière
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
90.80	NUM	@card@
.	SENT	.
82	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
malard	NOM	malard
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.40	NUM	@card@
.	SENT	.
53	NUM	@card@
ou	KON	ou
03.29	NUM	@card@
.	SENT	.
89.22	NUM	@card@
.	SENT	.
21	NUM	@card@
scrabble	NOM	scrabble
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
14	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
maison	NOM	maison
de	PRP	de
la	DET:ART	le
«	PUN:cit	«
ùsécu	NOM	ùsécu
»	PUN:cit	»
:	PUN	:
13	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
45	NUM	@card@
maison	NOM	maison
du	PRP:det	du
canton	NOM	canton
.	SENT	.
judo	NOM	judo
:	PUN	:
reprise	VER:pper	reprendre
de	PRP	de
17	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
pour	PRP	pour
les	DET:ART	le
6	NUM	@card@
/	PUN	/
10	NUM	@card@
ans	NOM	an
et	KON	et
de	PRP	de
19	NUM	@card@
h	ABR	heure
à	PRP	à
20	NUM	@card@
h	ABR	heure
15	NUM	@card@
pour	PRP	pour
les	DET:ART	le
plus	ADV	plus
grands	ADJ	grand
.	SENT	.
