l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
alain	NOM	alain
geoffroy	NAM	Geoffroy
,	PUN	,
tél/rep/fax	NOM	tél/rep/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.27	NUM	@card@
.	SENT	.
89	NUM	@card@
médecin	NOM	médecin
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	NOM	dr
delignière	ADJ	delignière
(	PUN	(
sauvigny	VER:impf	sauvigny
),	NOM	),
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
90.80	NUM	@card@
.	SENT	.
82	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
dr	NOM	dr
moreau	ADJ	moreau
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.41	NUM	@card@
.	SENT	.
25	NUM	@card@
danse	NOM	danse
:	PUN	:
17	NUM	@card@
h	ABR	heure
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
d'	PRP	de
animation	NOM	animation
.	SENT	.
scrabble	NOM	scrabble
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
14	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
maison	NOM	maison
de	PRP	de
la	DET:ART	le
«	PUN:cit	«
sécu	NOM	sécu
»	PUN:cit	»
:	PUN	:
13	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
45	NUM	@card@
maison	NOM	maison
du	PRP:det	du
canton	NOM	canton
.	SENT	.
