c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
une	DET:ART	un
immense	ADJ	immense
joie	NOM	joie
que	KON	que
m.	VER:simp	m.
et	KON	et
mme	VER:subi	mme
carré	VER:pper	carrer
ont	VER:pres	avoir
accueilli	VER:pper	accueillir
la	DET:ART	le
naissance	NOM	naissance
de	PRP	de
leur	DET:POS	leur
premier	NUM	premier
enfant	NOM	enfant
le	DET:ART	le
27	NUM	@card@
décembre	NOM	décembre
à	PRP	à
la	DET:ART	le
maternité	NOM	maternité
de	PRP	de
toul	NOM	toul
.	SENT	.
erwana	VER:simp	erwana
pesait	VER:impf	peser
3,300	NUM	@card@
kg	ABR	kg
à	PRP	à
la	DET:ART	le
naissance	NOM	naissance
et	KON	et
mesurait	VER:impf	mesurer
53	NUM	@card@
cm	NOM	cm
.	SENT	.
ses	DET:POS	son
parents	NOM	parent|parents
résident	VER:pres	résider
au	PRP:det	au
12	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
paix	NOM	paix
.	SENT	.
son	DET:POS	son
papa	NOM	papa
ronan	ADJ	ronan
est	VER:pres	être
maçon	ADJ	maçon
et	KON	et
sa	DET:POS	son
maman	NOM	maman
mère	ADJ	mère
au	PRP:det	au
foyer	NOM	foyer
.	SENT	.
erwana	NOM	erwana
est	VER:pres	être
également	ADV	également
la	DET:ART	le
petite-fille	NOM	petite-fille
de	PRP	de
m.	ABR	m.
et	KON	et
mme	VER:subi	mme
françois	ADJ	françois
carré	NOM	carré
,	PUN	,
retraités	VER:pper	retraiter
,	PUN	,
domiciliés	VER:pper	domicilier
également	ADV	également
dans	PRP	dans
la	DET:ART	le
commune	NOM	commune
et	KON	et
bien	ADV	bien
connus	VER:pper	connaître
dans	PRP	dans
le	DET:ART	le
secteur	NOM	secteur
.	SENT	.
félicitations	NOM	félicitation
aux	PRP:det	au
heureux	ADJ	heureux
parents	NOM	parent|parents
et	KON	et
grands-parents	NOM	grands-parents
et	KON	et
tous	PRO:IND	tout
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
à	PRP	à
erwana	NOM	erwana
.	SENT	.
