c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
une	NUM	un
des	PRP:det	du
rares	ADJ	rare
réussites	NOM	réussite
en	PRP	en
matière	NOM	matière
de	PRP	de
décentralisation	NOM	décentralisation
mais	KON	mais
celle-ci	NOM	celle-ci
est	VER:pres	être
éclatante	ADJ	éclatant
:	PUN	:
le	DET:ART	le
météopole	NOM	météopole
vient	VER:pres	venir
de	PRP	de
fêter	VER:infi	fêter
ses	DET:POS	son
20	NUM	@card@
ans	NOM	an
.	SENT	.
en	PRP	en
1982	NUM	@card@
il	PRO:PER	il
fut	VER:simp	être
décidé	VER:pper	décider
de	PRP	de
regrouper	VER:infi	regrouper
à	PRP	à
toulouse	NOM	toulouse
un	DET:ART	un
certain	ADJ	certain
nombre	NOM	nombre
de	PRP	de
services	NOM	service
de	PRP	de
météo	ADJ	météo
france	NOM	france
,	PUN	,
à	PRP	à
l'	DET:ART	le
époque	NOM	époque
dispersés	VER:pper	disperser
en	PRP	en
région	NOM	région
parisienne	ADJ	parisien
.	SENT	.
aujourd'hui	ADV	aujourd'hui
,	PUN	,
un	DET:ART	un
millier	NOM	millier
de	PRP	de
personnes	NOM	personne
(	PUN	(
sur	PRP	sur
les	DET:ART	le
3.700	NUM	@card@
salariés	NOM	salarié
de	PRP	de
météo	ADJ	météo
france	NOM	france
)	PUN	)
travaillent	VER:pres	travailler
sur	PRP	sur
le	DET:ART	le
site	NOM	site
de	PRP	de
55	NUM	@card@
ha	ABR	ha
aménagé	VER:pper	aménager
à	PRP	à
la	DET:ART	le
périphérie	NOM	périphérie
de	PRP	de
la	DET:ART	le
ville	NOM	ville
rose	ADJ	rose
.	SENT	.
on	PRO:PER	on
y	PRO:PER	y
trouve	VER:pres	trouver
les	DET:ART	le
activités	NOM	activité
de	PRP	de
formation	NOM	formation
(	PUN	(
ecole	NOM	ecole
nationale	ADJ	national
de	PRP	de
météorologie	NOM	météorologie
),	ADJ	),
de	PRP	de
recherche	NOM	recherche
,	PUN	,
l'	DET:ART	le
exploitation	NOM	exploitation
opérationnelle	ADJ	opérationnel
,	PUN	,
avec	PRP	avec
bien	ADV	bien
sûr	ADJ	sûr
la	DET:ART	le
direction	NOM	direction
et	KON	et
la	DET:ART	le
prévision	NOM	prévision
,	PUN	,
ainsi	KON	ainsi
qu'	KON	que
une	DET:ART	un
antenne	NOM	antenne
de	PRP	de
la	DET:ART	le
marine	NOM	marine
nationale	ADJ	national
.	SENT	.
viendront	VER:futu	venir
s'	PRO:PER	se
y	PRO:PER	y
ajouter	VER:infi	ajouter
dans	PRP	dans
quelques	PRO:IND	quelque
mois	NOM	moi|mois
le	DET:ART	le
centre	NOM	centre
océanographique	ADJ	océanographique
opérationnel	ADJ	opérationnel
ainsi	ADV	ainsi
que	KON	que
le	DET:ART	le
centre	NOM	centre
hydro-météorologique	ADJ	hydro-météorologique
national	ADJ	national
.	SENT	.
