c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
bien	ADV	bien
étrange	ADJ	étrange
agression	NOM	agression
dont	PRO:REL	dont
a	VER:pres	avoir
été	VER:pper	être
victime	NOM	victime
à	PRP	à
son	DET:POS	son
domicile	NOM	domicile
,	PUN	,
un	DET:ART	un
couple	NOM	couple
âgé	ADJ	âgé
d'	PRP	de
une	DET:ART	un
trentaine	NOM	trentaine
d'	PRP	de
années	NOM	année
,	PUN	,
mardi	NOM	mardi
à	PRP	à
22	NUM	@card@
h	ABR	heure
35	NUM	@card@
en	PRP	en
rentrant	VER:ppre	rentrer
chez	PRP	chez
elle	PRO:PER	elle
,	PUN	,
au	PRP:det	au
pré	NOM	pré
jacquier	NOM	jacquier
,	PUN	,
la	DET:ART	le
jeune	ADJ	jeune
femme	NOM	femme
découvre	VER:pres	découvrir
un	DET:ART	un
homme	NOM	homme
cagoulé	VER:pper	cagoulé
dans	PRP	dans
le	DET:ART	le
garage	NOM	garage
.	SENT	.
surpris	VER:pper	surprendre
,	PUN	,
celui-ci	VER:pper	celui-ci
la	DET:ART	le
frappe	NOM	frappe
avec	PRP	avec
un	DET:ART	un
morceau	NOM	morceau
de	PRP	de
planche	NOM	planche
,	PUN	,
la	PRO:PER	la
blesse	VER:pres	blesser
au	PRP:det	au
cuir	NOM	cuir
chevelu	ADJ	chevelu
et	KON	et
face	NOM	face
à	PRP	à
sa	DET:POS	son
résistance	NOM	résistance
,	PUN	,
prend	VER:pres	prendre
la	DET:ART	le
fuite	NOM	fuite
par	PRP	par
l'	DET:ART	le
intérieur	NOM	intérieur
de	PRP	de
la	DET:ART	le
maison	NOM	maison
.	SENT	.
survient	VER:pres	survenir
alors	ADV	alors
en	PRP	en
sens	NOM	sen|sens
inverse	VER:pres	inverser
le	DET:ART	le
compagnon	NOM	compagnon
de	PRP	de
la	DET:ART	le
victime	NOM	victime
,	PUN	,
groggy	ADJ	groggy
.	SENT	.
lui	PRO:PER	lui
aussi	ADV	aussi
a	VER:pres	avoir
été	VER:pper	être
frappé	VER:pper	frapper
par	PRP	par
l'	DET:ART	le
énigmatique	ADJ	énigmatique
agresseur	NOM	agresseur
qui	PRO:REL	qui
se	PRO:PER	se
révèle	VER:pres	révéler
bien	ADV	bien
vite	ADV	vite
un	DET:ART	un
cambrioleur	NOM	cambrioleur
.	SENT	.
le	DET:ART	le
couple	NOM	couple
se	PRO:PER	se
rend	VER:pres	rendre
compte	NOM	compte
en	PRP	en
effet	NOM	effet
qu'	KON	que
une	DET:ART	un
chambre	NOM	chambre
a	VER:pres	avoir
été	VER:pper	être
fouillée	VER:pper	fouiller
et	KON	et
retournée	VER:pper	retourner
de	PRP	de
fond	NOM	fond
en	PRP	en
comble	NOM	comble
,	PUN	,
à	PRP	à
l'	DET:ART	le
insu	NOM	insu
du	PRP:det	du
résident	NOM	résident
des	PRP:det	du
lieux	NOM	lieu
,	PUN	,
et	KON	et
qu'	KON	que
une	DET:ART	un
cassette	NOM	cassette
de	PRP	de
bijoux	NOM	bijou
d'	PRP	de
une	DET:ART	un
faible	ADJ	faible
valeur	NOM	valeur
a	VER:pres	avoir
disparu	VER:pper	disparaître
.	SENT	.
les	DET:ART	le
gendarmes	NOM	gendarme
de	PRP	de
morteau	NOM	morteau
,	PUN	,
chargés	VER:pper	charger
de	PRP	de
l'	DET:ART	le
enquête	NOM	enquête
,	PUN	,
n'	ADV	ne
ont	VER:pres	avoir
pas	ADV	pas
,	PUN	,
pour	PRP	pour
l'	DET:ART	le
instant	NOM	instant
,	PUN	,
le	DET:ART	le
moindre	ADJ	moindre
début	NOM	début
de	PRP	de
piste	NOM	piste
.	SENT	.
l'	DET:ART	le
homme	NOM	homme
semble	VER:pres	sembler
n'	ADV	ne
avoir	VER:infi	avoir
laissé	VER:pper	laisser
aucune	PRO:IND	aucun
trace	NOM	trace
,	PUN	,
ni	KON	ni
avoir	VER:infi	avoir
été	VER:pper	être
remarqué	VER:pper	remarquer
par	PRP	par
le	DET:ART	le
voisinage	NOM	voisinage
.	SENT	.
ses	DET:POS	son
victimes	NOM	victime
ont	VER:pres	avoir
toutes	PRO:IND	tout
deux	NUM	deux
été	NOM	été
hospitalisées	VER:pper	hospitaliser
.	SENT	.
