c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
une	DET:ART	un
ambiance	NOM	ambiance
fort	ADJ	fort
conviviale	ADJ	convivial
que	KON	que
des	PRP:det	du
chasseurs	NOM	chasseur
se	PRO:PER	se
sont	VER:pres	être
retrouvés	VER:pper	retrouver
pour	PRP	pour
partager	VER:infi	partager
un	DET:ART	un
repas	NOM	repas
,	PUN	,
après	PRP	après
une	DET:ART	un
battue	NOM	battue
.	SENT	.
la	DET:ART	le
rencontre	NOM	rencontre
fut	VER:simp	être
également	ADV	également
l'	DET:ART	le
occasion	NOM	occasion
de	PRP	de
tirer	VER:infi	tirer
les	DET:ART	le
rois	NOM	roi
!	SENT	!
