l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
6	NUM	@card@
rue	NOM	rue
de	PRP	de
chiny	NOM	chiny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
laurent	VER:pres	laurer
à	PRP	à
stenay	NOM	stenay
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
80.30	NUM	@card@
.	SENT	.
70	NUM	@card@
judo	NOM	judo
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
club	NOM	club
bel-automne	NOM	bel-automne
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
rue	NOM	rue
f.	ADJ	f.
-	PUN	-
antoine	NOM	antoine
.	SENT	.
bibliothèque	NOM	bibliothèque
pour	PRP	pour
tous	PRO:IND	tout
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
rue	NOM	rue
pasteur	NOM	pasteur
.	SENT	.
cpam	NOM	cpam
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
23	NUM	@card@
rue	NOM	rue
mabille	NOM	mabille
.	SENT	.
permanences	NOM	permanence
en	PRP	en
mairie	NOM	mairie
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
de	PRP	de
mme	ADJ	mme
lanher	NOM	lanher
et	KON	et
de	PRP	de
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
de	PRP	de
m.	ABR	m.
aubois	NOM	aubois
cinéma	NOM	cinéma
à	PRP	à
21	NUM	@card@
:	PUN	:
«	PUN:cit	«
harry	NOM	harry
potter	NOM	potter
et	KON	et
la	DET:ART	le
chambre	NOM	chambre
des	PRP:det	du
secrets	NOM	secret
».	ADJ	».
