c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
la	DET:ART	le
maternité	NOM	maternité
de	PRP	de
nancy	NOM	nancy
que	KON	que
thomas	NOM	thomas
est	VER:pres	être
né	VER:pper	naître
le	DET:ART	le
9	NUM	@card@
janvier	NOM	janvier
à	PRP	à
14	NUM	@card@
h	ABR	heure
50	NUM	@card@
il	PRO:PER	il
pesait	VER:impf	peser
à	PRP	à
la	DET:ART	le
naissance	NOM	naissance
3,480	NUM	@card@
kg	ABR	kg
pour	PRP	pour
52	NUM	@card@
cm	NOM	cm
.	SENT	.
stéphane	NOM	stéphane
et	KON	et
estelle	NOM	estelle
abdeslem	ADJ	abdeslem
,	PUN	,
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
sont	VER:pres	être
très	ADV	très
fiers	ADJ	fier
mais	KON	mais
il	PRO:PER	il
fait	VER:pres	faire
également	ADV	également
le	DET:ART	le
bonheur	NOM	bonheur
de	PRP	de
sa	DET:POS	son
grande	ADJ	grand
s	NOM	s
	ADJ	
ur	VER:simp	ur
morgane	VER:pres	morganer
,	PUN	,
âgée	ADJ	âgé
de	PRP	de
huit	NUM	huit
ans	NOM	an
.	SENT	.
estelle	NOM	estelle
prépare	VER:pres	préparer
le	DET:ART	le
concours	NOM	concours
à	PRP	à
l'	DET:ART	le
iufm	NOM	iufm
et	KON	et
stéphane	NOM	stéphane
est	VER:pres	être
menuisier	NOM	menuisier
.	SENT	.
la	DET:ART	le
petite	ADJ	petit
famille	NOM	famille
réside	VER:pres	résider
rue	NOM	rue
de	PRP	de
gray	NOM	gray
,	PUN	,
dans	PRP	dans
le	DET:ART	le
quartier	NOM	quartier
franche-comté	ADJ	franche-comté
.	SENT	.
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
et	KON	et
tous	PRO:IND	tout
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
prospérité	NOM	prospérité
à	PRP	à
thomas	NOM	thomas
.	SENT	.
