c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
beaucoup	ADV	beaucoup
de	PRP	de
tristesse	NOM	tristesse
que	KON	que
les	DET:ART	le
habitants	NOM	habitant
ont	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
survenu	VER:pper	survenir
à	PRP	à
metz	NAM	Metz
,	PUN	,
des	PRP:det	du
suites	NOM	suite|suites
d'	PRP	de
une	DET:ART	un
longue	ADJ	longue
et	KON	et
pénible	ADJ	pénible
maladie	NOM	maladie
,	PUN	,
de	PRP	de
mme	ADJ	mme
nelly	NOM	nelly
poncelet	NOM	poncelet
.	SENT	.
elle	PRO:PER	elle
allait	VER:impf	aller
avoir	VER:infi	avoir
57	NUM	@card@
ans	NOM	an
.	SENT	.
nelly	NOM	nelly
herment	NOM	herment
est	VER:pres	être
née	VER:pper	naître
à	PRP	à
virton	NOM	virton
(	PUN	(
belgique	ADJ	belgique
),	NOM	),
le	DET:ART	le
26	NUM	@card@
février	NOM	février
1946	NUM	@card@
et	KON	et
a	VER:pres	avoir
épousé	VER:pper	épouser
,	PUN	,
à	PRP	à
ecouviez	VER:impf	ecouviez
,	PUN	,
en	PRP	en
1968	NUM	@card@
alain	NOM	alain
poncelet	NOM	poncelet
,	PUN	,
employé	VER:pper	employer
sncf	NOM	sncf
,	PUN	,
fils	NOM	fil|fils
de	PRP	de
m.	ABR	m.
et	KON	et
mme	VER:subi	mme
rené	VER:pper	renaître
poncelet	NOM	poncelet
,	PUN	,
très	ADV	très
bien	ADV	bien
connus	VER:pper	connaître
et	KON	et
estimés	VER:pper	estimer
dans	PRP	dans
la	DET:ART	le
localité	NOM	localité
.	SENT	.
le	DET:ART	le
couple	NOM	couple
habite	VER:pres	habiter
en	PRP	en
meurthe-et-moselle	NOM	meurthe-et-moselle
et	KON	et
en	PRP	en
particulier	NOM	particulier
à	PRP	à
longwy	NOM	longwy
où	PRO:REL	où
le	DET:ART	le
chef	NOM	chef
de	PRP	de
famille	NOM	famille
a	VER:pres	avoir
son	DET:POS	son
emploi	NOM	emploi
.	SENT	.
maman	NOM	maman
de	PRP	de
quatre	NUM	quatre
enfants	NOM	enfant
et	KON	et
six	NUM	six
fois	NOM	foi|fois
grand-mère	NOM	grand-mère
,	PUN	,
mme	VER:simp	mme
poncelet	NOM	poncelet
était	VER:impf	être
une	DET:ART	un
femme	NOM	femme
sans	PRP	sans
histoire	NOM	histoire
qui	PRO:REL	qui
avait	VER:impf	avoir
su	VER:pper	savoir
se	PRO:PER	se
faire	VER:infi	faire
estimer	VER:infi	estimer
à	PRP	à
ecouviez	VER:impf	ecouviez
lors	ADV	lors
de	PRP	de
ses	DET:POS	son
séjours	NOM	séjour
dans	PRP	dans
sa	DET:POS	son
belle	ADJ	beau
famille	NOM	famille
.	SENT	.
elle	PRO:PER	elle
y	PRO:PER	y
laissera	VER:futu	laisser
de	PRP	de
très	ADV	très
bons	ADJ	bon
souvenirs	NOM	souvenir
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
religieuses	ADJ	religieux
seront	VER:futu	être
célébrées	VER:pper	célébrer
,	PUN	,
lundi	NOM	lundi
3	NUM	@card@
février	NOM	février
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
en	PRP	en
l'	DET:ART	le
église	NOM	église
de	PRP	de
virton	NOM	virton
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
