c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
très	ADV	très
grande	ADJ	grand
partie	NOM	partie
des	PRP:det	du
160	NUM	@card@
adhérents	NOM	adhérent
de	PRP	de
l'	DET:ART	le
union	NOM	union
nationale	ADJ	national
des	PRP:det	du
combattants	NOM	combattant
(	PUN	(
unc	NOM	unc
),	ADJ	),
section	NOM	section
de	PRP	de
belfort	NOM	belfort
,	PUN	,
qui	PRO:REL	qui
assistait	VER:impf	assister
à	PRP	à
l'	DET:ART	le
assemblée	NOM	assemblée
générale	ADJ	général
présidée	VER:pper	présider
par	PRP	par
rené	VER:pper	renaître
breuillot	NOM	breuillot
,	PUN	,
dimanche	NOM	dimanche
matin	NOM	matin
au	PRP:det	au
mess	NOM	mess
de	PRP	de
garnison	NOM	garnison
.	SENT	.
le	DET:ART	le
président	NOM	président
a	VER:pres	avoir
remercié	VER:pper	remercier
gabriel	ADJ	gabriel
juif	NOM	juif
et	KON	et
jean-claude	NOM	jean-claude
meyer	ADJ	meyer
,	PUN	,
président	NOM	président
et	KON	et
secrétaire	NOM	secrétaire
départementaux	ADJ	départemental
,	PUN	,
ainsi	KON	ainsi
que	KON	que
de	PRP	de
nombreux	ADJ	nombreux
représentants	NOM	représentant
des	PRP:det	du
sections	NOM	section
voisines	ADJ	voisin
,	PUN	,
pour	PRP	pour
leur	DET:POS	leur
présence	NOM	présence
.	SENT	.
«	PUN:cit	«
liberté	NOM	liberté
,	PUN	,
egalité	NOM	egalité
,	PUN	,
fraternité	NOM	fraternité
»,	ADJ	»,
puis	ADV	puis
«	PUN:cit	«
bleu	ADJ	bleu
,	PUN	,
blanc	ADJ	blanc
,	PUN	,
rouge	ADJ	rouge
,	PUN	,
couleurs	NOM	couleur
de	PRP	de
notre	DET:POS	notre
drapeau	NOM	drapeau
»	PUN:cit	»
et	KON	et
«	PUN:cit	«
unc	NOM	unc
,	PUN	,
trois	NUM	trois
lettres	NOM	lettre
qui	PRO:REL	qui
sont	VER:pres	être
le	DET:ART	le
signe	NOM	signe
de	PRP	de
notre	DET:POS	notre
association	NOM	association
»,	ADJ	»,
a	VER:pres	avoir
souligné	VER:pper	souligner
le	DET:ART	le
président	NOM	président
pour	PRP	pour
ses	DET:POS	son
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
une	DET:ART	un
minute	NOM	minute
de	PRP	de
silence	NOM	silence
a	VER:pres	avoir
été	VER:pper	être
observée	VER:pper	observer
en	PRP	en
mémoire	NOM	mémoire
des	PRP:det	du
disparus	VER:pper	disparaître
de	PRP	de
l'	DET:ART	le
année	NOM	année
écoulée	VER:pper	écouler
.	SENT	.
le	DET:ART	le
président	NOM	président
,	PUN	,
soulignant	VER:ppre	souligner
que	KON	que
la	DET:ART	le
paix	NOM	paix
mondiale	ADJ	mondial
était	VER:impf	être
menacée	VER:pper	menacer
et	KON	et
a	VER:pres	avoir
rappelé	VER:pper	rappeler
la	DET:ART	le
fidélité	NOM	fidélité
de	PRP	de
l'	DET:ART	le
unc	NOM	unc
et	KON	et
de	PRP	de
ses	DET:POS	son
adhérents	NOM	adhérent
à	PRP	à
toute	PRO:IND	tout
mission	NOM	mission
pour	PRP	pour
la	DET:ART	le
paix	NOM	paix
.	SENT	.
le	DET:ART	le
