metz	ABR	metz
.	SENT	.
_	NOM	_
a	VER:pres	avoir
la	DET:ART	le
fin	NOM	fin
du	PRP:det	du
mois	NOM	moi|mois
de	PRP	de
décembre	NOM	décembre
,	PUN	,
le	DET:ART	le
nombre	NOM	nombre
de	PRP	de
chômeurs	NOM	chômeur
s'	PRO:PER	se
élevait	VER:impf	élever
en	PRP	en
lorraine	ADJ	lorrain
à	PRP	à
79.880	NUM	@card@
personnes	NOM	personne
,	PUN	,
ce	PRO:DEM	ce
qui	PRO:REL	qui
représente	VER:pres	représenter
une	DET:ART	un
augmentation	NOM	augmentation
de	PRP	de
2	NUM	@card@
%	SYM	%
par	PRP	par
rapport	NOM	rapport
au	PRP:det	au
mois	NOM	moi|mois
précédent	ADJ	précédent
.	SENT	.
c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
les	DET:ART	le
vosges	ADJ	vosges
que	KON	que
la	DET:ART	le
hausse	NOM	hausse
est	VER:pres	être
la	DET:ART	le
plus	ADV	plus
inquiétante	ADJ	inquiétant
avec	PRP	avec
3,1 %	NUM	@card@
,	PUN	,
devant	PRP	devant
la	DET:ART	le
meurthe-et-moselle	NOM	meurthe-et-moselle
(	PUN	(
1,9 %	NUM	@card@
),	NOM	),
la	DET:ART	le
moselle	ADJ	moselle
(	PUN	(
1,7 %	NUM	@card@
)	PUN	)
et	KON	et
la	DET:ART	le
meuse	NOM	meuse
(	PUN	(
1,6 %	NUM	@card@
).	ABR	).
avec	PRP	avec
ce	PRO:DEM	ce
mauvais	ADJ	mauvais
résultat	NOM	résultat
,	PUN	,
la	DET:ART	le
région	NOM	région
se	PRO:PER	se
démarque	VER:pres	démarquer
des	PRP:det	du
statistiques	NOM	statistique
nationales	ADJ	national
qui	PRO:REL	qui
affichent	VER:pres	afficher
une	DET:ART	un
progression	NOM	progression
de	PRP	de
l'	DET:ART	le
ordre	NOM	ordre
de	PRP	de
0,8 %	NUM	@card@
.	SENT	.
en	PRP	en
un	DET:ART	un
an	NOM	an
,	PUN	,
le	DET:ART	le
nombre	NOM	nombre
de	PRP	de
demandeurs	NOM	demandeur
d'	PRP	de
emploi	NOM	emploi
a	VER:pres	avoir
augmenté	VER:pper	augmenter
de	PRP	de
8,4 %	NUM	@card@
en	PRP	en
lorraine	NOM	lorrain
.	SENT	.
dans	PRP	dans
les	DET:ART	le
quatre	NUM	quatre
départements	NOM	département
,	PUN	,
la	DET:ART	le
situation	NOM	situation
est	VER:pres	être
plus	ADV	plus
contrastée	VER:pper	contraster
:	PUN	:
la	DET:ART	le
moselle	ADJ	moselle
affiche	VER:pres	afficher
+	SYM	+
10	NUM	@card@
%,	NOM	%,
les	DET:ART	le
vosges	ADJ	vosges
+	SYM	+
9,4	NUM	@card@
,	PUN	,
la	PRO:PER	la
meurthe-et-moselle	VER:subp	meurthe-et-moselle
+	SYM	+
6,2 %	NUM	@card@
et	KON	et
la	DET:ART	le
meuse	ADJ	meuse
+	SYM	+
5,6 %	NUM	@card@
.	SENT	.
la	DET:ART	le
part	NOM	part
des	PRP:det	du
moins	ADV	moins
de	PRP	de
25	NUM	@card@
ans	NOM	an
dans	PRP	dans
la	DET:ART	le
demande	NOM	demande
d'	PRP	de
emploi	NOM	emploi
totale	ADJ	total
augmente	VER:pres	augmenter
plus	ADV	plus
faiblement	ADV	faiblement
sur	PRP	sur
un	DET:ART	un
an	NOM	an
,	PUN	,
en	PRO:PER	en
passant	VER:ppre	passer
de	PRP	de
23	NUM	@card@
%	SYM	%
en	PRP	en
décembre	NOM	décembre
2001	NUM	@card@
à	PRP	à
23,7 %	NUM	@card@
en	PRP	en
