l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
yolande	ADJ	yolande
prud'homme	NOM	prud'homme
,	PUN	,
12	NUM	@card@
rue	NOM	rue
du	PRP:det	du
clos-gérard	NOM	clos-gérard
,	PUN	,
à	PRP	à
seuil	NOM	seuil
d'	PRP	de
argonne	NOM	argonne
,	PUN	,
tél	ABR	téléphone
.	SENT	.
/	PUN	/
fax	NOM	fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
70.65	NUM	@card@
.	SENT	.
57	NUM	@card@
aujourd'hui	NOM	aujourd'hui
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h	ABR	heure
,	PUN	,
en	PRP	en
mairie	NOM	mairie
.	SENT	.
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
19	NUM	@card@
h	ABR	heure
,	PUN	,
pharmacie	NOM	pharmacie
kirtz	NAM	kirtz
à	PRP	à
dombasle-en-argonne	NOM	dombasle-en-argonne
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
86.81	NUM	@card@
.	SENT	.
28	NUM	@card@
offices	NOM	office
religieux	ADJ	religieux
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
messe	NOM	messe
à	PRP	à
rembercourt	NOM	rembercourt
.	SENT	.
demain	ADV	demain
messes	NOM	messe
:	PUN	:
à	PRP	à
9	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
hargéville	NOM	hargéville
;	PUN	;
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
laheycourt	NOM	laheycourt
;	PUN	;
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
villotte-sur-aire	NOM	villotte-sur-aire
et	KON	et
nubécourt	NOM	nubécourt
.	SENT	.
