c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
mairie	NOM	mairie
de	PRP	de
pesmes	NOM	pesmes
qu'	PRO:REL	que
a	VER:pres	avoir
eu	VER:pper	avoir
lieu	NOM	lieu
l'	DET:ART	le
élection	NOM	élection
de	PRP	de
l'	DET:ART	le
assemblée	NOM	assemblée
constitutive	ADJ	constitutif
de	PRP	de
la	DET:ART	le
communauté	NOM	communauté
de	PRP	de
communes	NOM	commune
du	PRP:det	du
val-de-pesmes	NOM	val-de-pesmes
.	SENT	.
paul-andré	ADJ	paul-andré
gin	NOM	gin
,	PUN	,
maire	NOM	maire
de	PRP	de
broye-aubigney-montseugny	NAM	broye-aubigney-montseugny
,	PUN	,
a	VER:pres	avoir
ouvert	VER:pper	ouvrir
la	DET:ART	le
séance	NOM	séance
en	PRP	en
présence	NOM	présence
des	PRP:det	du
43	NUM	@card@
maires	NOM	maire
et	KON	et
délégués	VER:pper	déléguer
des	PRP:det	du
communes	NOM	commune
adhérentes	ADJ	adhérent
.	SENT	.
un	DET:ART	un
arrêté	NOM	arrêté
du	PRP:det	du
préfet	NOM	préfet
en	PRP	en
date	NOM	date
du	PRP:det	du
12	NUM	@card@
décembre	NOM	décembre
valide	VER:pres	valider
la	DET:ART	le
création	NOM	création
de	PRP	de
la	DET:ART	le
communauté	NOM	communauté
incluant	VER:ppre	inclure
les	DET:ART	le
18	NUM	@card@
communes	NOM	commune
du	PRP:det	du
canton	NOM	canton
.	SENT	.
pour	PRP	pour
l'	DET:ART	le
élection	NOM	élection
de	PRP	de
l'	DET:ART	le
assemblée	NOM	assemblée
constitutive	ADJ	constitutif
,	PUN	,
chaque	PRO:IND	chaque
commune	NOM	commune
a	VER:pres	avoir
deux	NUM	deux
délégués	NOM	délégué
sauf	PRP	sauf
broye-aubigney-montseugny	NAM	broye-aubigney-montseugny
,	PUN	,
valay	NOM	valay
et	KON	et
pesmes	NOM	pesmes
qui	PRO:REL	qui
en	PRO:PER	en
ont	VER:pres	avoir
respectivement	ADV	respectivement
trois	NUM	trois
,	PUN	,
quatre	NUM	quatre
et	KON	et
six	NUM	six
.	SENT	.
le	DET:ART	le
bureau	NOM	bureau
est	VER:pres	être
composé	VER:pper	composer
de	PRP	de
18	NUM	@card@
membres	NOM	membre
représentant	VER:ppre	représenter
chaque	PRO:IND	chaque
commune	NOM	commune
,	PUN	,
dont	PRO:REL	dont
un	DET:ART	un
président	NOM	président
,	PUN	,
et	KON	et
trois	NUM	trois
vice-présidents	NOM	vice-président
.	SENT	.
deux	NUM	deux
candidats	NOM	candidat
se	PRO:PER	se
sont	VER:pres	être
présentés	VER:pper	présenter
pour	PRP	pour
la	DET:ART	le
présidence	NOM	présidence
:	PUN	:
joseph	ADJ	joseph
magaud	NOM	magaud
(	PUN	(
maire	NOM	maire
de	PRP	de
valay	NOM	valay
et	KON	et
président	NOM	président
du	PRP:det	du
sidac	NOM	sidac
pendant	PRP	pendant
douze	NUM	douze
ans	NOM	an
)	PUN	)
et	KON	et
andré	ADJ	andré
gauthier	NOM	gauthier
,	PUN	,
maire	NOM	maire
de	PRP	de
chancey	NOM	chancey
.	SENT	.
dès	PRP	dès
le	DET:ART	le
premier	NUM	premier
tour	NOM	tour
,	PUN	,
m.	ABR	m.
gauthier	NOM	gauthier
a	VER:pres	avoir
été	VER:pper	être
élu	VER:pper	élire
avec	PRP	avec
23	NUM	@card@
voix	NOM	voix
,	PUN	,
contre	PRP	contre
19	NUM	@card@
et	KON	et
1	NUM	@card@
blan	NOM	blan
).	VER:subi	).
frédéric	ADJ	frédéric
henning	NOM	henning
,	PUN	,
1	NUM	@card@
e	NOM	e
r	VER:subi	r
adjoint	VER:pper	adjoindre
de	PRP	de
pesmes	NOM	pesmes
et	KON	et
dominique	ADJ	dominique
maitrot	NOM	maitrot
,	PUN	,
maire	NOM	maire
de	PRP	de
vadans	NOM	vadans
,	PUN	,
se	PRO:PER	se
sont	VER:pres	être
présentés	VER:pper	présenter
pour	PRP	pour
la	DET:ART	le
1	NUM	@card@
è	NOM	è
re	VER:subi	re
vice-présidence	NOM	vice-présidence
.	SENT	.
m.	ABR	m.
henning	NOM	henning
est	VER:pres	être
élu	VER:pper	élire
avec	PRP	avec
26	NUM	@card@
voix	NOM	voix
contre	PRP	contre
12	NUM	@card@
à	PRP	à
maitrot	NOM	maitrot
,	PUN	,
3	NUM	@card@
à	PRP	à
magaud	NOM	magaud
et	KON	et
2	NUM	@card@
blancs	NOM	blanc
.	SENT	.
joseph	ADJ	joseph
magaud	NOM	magaud
est	VER:pres	être
élu	VER:pper	élire
2	NUM	@card@
e	ADJ	e
vice-président	NOM	vice-président
avec	PRP	avec
34	NUM	@card@
voix	NOM	voix
,	PUN	,
8	NUM	@card@
blancs	NOM	blanc
et	KON	et
1	NUM	@card@
pour	PRP	pour
maitrot	NOM	maitrot
.	SENT	.
la	DET:ART	le
troisième	NUM	troisième
vice-présidence	NOM	vice-présidence
est	VER:pres	être
attribuée	VER:pper	attribuer
à	PRP	à
michel	NOM	michel
pellégrinelli	VER:pper	pellégrinelli
,	PUN	,
maire	NOM	maire
de	PRP	de
montagney	NOM	montagney
,	PUN	,
par	PRP	par
28	NUM	@card@
voix	NOM	voix
,	PUN	,
5	NUM	@card@
blancs	NOM	blanc
,	PUN	,
10	NUM	@card@
à	PRP	à
paul-andré	ADJ	paul-andré
gin	NOM	gin
.	SENT	.
les	DET:ART	le
représentants	NOM	représentant
des	PRP:det	du
différentes	ADJ	différent
commissions	NOM	commission
:	PUN	:
m.	ABR	m.
raillard	NOM	raillard
(	PUN	(
maire	NOM	maire
d'	PRP	de
arsans	NOM	arsans
),	ADJ	),
m.	VER:simp	m.
rebeyre	ADJ	rebeyre
(	PUN	(
maire	NOM	maire
de	PRP	de
bard-lès-pesmes	NOM	bard-lès-pesmes
),	ADJ	),
m.	VER:simp	m.
lépine	NOM	lépine
(	PUN	(
bresilley	ADJ	bresilley
),	NOM	),
m.	VER:subi	m.
belleney	NOM	belleney
(	PUN	(
maire	NOM	maire
de	PRP	de
chaumercenne	ADJ	chaumercenne
),	NOM	),
m.	VER:subi	m.
bressan	ADJ	bressan
(	PUN	(
maire	NOM	maire
de	PRP	de
chevigney	NOM	chevigney
),	ADJ	),
m.	VER:pper	m.
de	PRP	de
sainte-marie	NOM	sainte-marie
(	PUN	(
maire	NOM	maire
de	PRP	de
la	DET:ART	le
grande	ADJ	grand
résie	NOM	résie
),	ADJ	),
m.	VER:simp	m.
odelain	NOM	odelain
(	PUN	(
maire	NOM	maire
de	PRP	de
lieucourt	NOM	lieucourt
),	ABR	),
m.	ABR	m.
schütz	NAM	schütz
(	PUN	(
maire	NOM	maire
de	PRP	de
malans	NOM	malans
),	ADJ	),
m.	VER:simp	m.
jouvenot	NOM	jouvenot
(	PUN	(
maire	NOM	maire
de	PRP	de
motey-besuche	NOM	motey-besuche
),	ADJ	),
m.	VER:simp	m.
abbey	NOM	abbey
(	PUN	(
maire	NOM	maire
de	PRP	de
la	DET:ART	le
résie-saint-martin	NOM	résie-saint-martin
),	ADJ	),
m.	VER:simp	m.
duvernois	ADJ	duvernois
(	PUN	(
maire	NOM	maire
de	PRP	de
sauvigney-lès-pesmes	NOM	sauvigney-lès-pesmes
),	ADJ	),
m.	VER:simp	m.
meunier	ADJ	meunier
(	PUN	(
maire	NOM	maire
de	PRP	de
venère	NOM	venère
),	ADJ	),
m.	VER:simp	m.
maitrot	NOM	maitrot
(	PUN	(
maire	NOM	maire
de	PRP	de
vadans	NOM	vadans
).	VER:subi	).
andré	ADJ	andré
gauthier	NOM	gauthier
a	VER:pres	avoir
tenu	VER:pper	tenir
à	PRP	à
déclarer	VER:infi	déclarer
:	PUN	:
«	PUN:cit	«
une	DET:ART	un
élection	NOM	élection
est	VER:pres	être
un	DET:ART	un
affrontement	NOM	affrontement
,	PUN	,
un	DET:ART	un
duel	NOM	duel
à	PRP	à
la	DET:ART	le
loyale	ADJ	loyal
mais	KON	mais
sans	PRP	sans
coup	NOM	coup
fourré	ADJ	fourré
ni	KON	ni
arrière-pensée	NOM	arrière-pensée
.	SENT	.
je	PRO:PER	je
félicite	VER:pres	féliciter
joseph	ADJ	joseph
magaud	NOM	magaud
pour	PRP	pour
son	DET:POS	son
travail	NOM	travail
de	PRP	de
douze	NUM	douze
années	NOM	année
au	PRP:det	au
sidac	NOM	sidac
».	VER:cond	».
la	DET:ART	le
désignation	NOM	désignation
des	PRP:det	du
délégués	NOM	délégué
aux	PRP:det	au
différentes	ADJ	différent
commissions	NOM	commission
a	VER:pres	avoir
été	VER:pper	être
reportée	VER:pper	reporter
à	PRP	à
une	DET:ART	un
prochaine	ADJ	prochain
réunion	NOM	réunion
.	SENT	.
