l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
martine	VER:pres	martiner
genter	NOM	genter
:	PUN	:
tél/fax/rép	NOM	tél/fax/rép
.	SENT	.
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.92	NUM	@card@
.	SENT	.
44	NUM	@card@
centre	NOM	centre
apport	NOM	apport
volontaire	ADJ	volontaire
des	PRP:det	du
déchets	NOM	déchet
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
:	PUN	:
goetzmann	ADJ	goetzmann
à	PRP	à
void	NOM	void
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.83	NUM	@card@
.	SENT	.
05	NUM	@card@
matches	NOM	match
las	ADJ	las
handball	NOM	handball
:	PUN	:
seniors	NOM	senior
a	VER:pres	avoir
contre	PRP	contre
saint-mihiel	NOM	saint-mihiel
à	PRP	à
20	NUM	@card@
h	ABR	heure
45	NUM	@card@
seniors	NOM	senior
b	VER:subi	b
contre	PRP	contre
thierville	NOM	thierville
2	NUM	@card@
à	PRP	à
19	NUM	@card@
h.	ABR	h.
moins	ADV	moins
de	PRP	de
18	NUM	@card@
ans	NOM	an
garçons	NOM	garçon
contre	PRP	contre
bussang-rupt	NOM	bussang-rupt
à	PRP	à
17	NUM	@card@
h.	ABR	h.
moins	ADV	moins
de	PRP	de
16	NUM	@card@
ans	NOM	an
garçons	NOM	garçon
contre	PRP	contre
bar-le-duc	NOM	bar-le-duc
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
moins	ADV	moins
de	PRP	de
14	NUM	@card@
ans	NOM	an
garçons	NOM	garçon
contre	PRP	contre
ptt-nancy	NOM	ptt-nancy
2	NUM	@card@
à	PRP	à
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
matches	NOM	match
football	NOM	football
entente	NOM	entente
sorcy-void	NOM	sorcy-void
:	PUN	:
équipe	NOM	équipe
des	PRP:det	du
13	NUM	@card@
ans	NOM	an
à	PRP	à
7	NUM	@card@
contre	PRP	contre
haironville	NOM	haironville
,	PUN	,
match	NOM	match
à	PRP	à
15	NUM	@card@
h	ABR	heure
au	PRP:det	au
terrain	NOM	terrain
de	PRP	de
void	NOM	void
.	SENT	.
