l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
,	PUN	,
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
docteur	NOM	docteur
barre	NOM	barre
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.82	NUM	@card@
.	SENT	.
21.92	NUM	@card@
.	SENT	.
89	NUM	@card@
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
après	PRP	après
18	NUM	@card@
h	ABR	heure
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
auxiliaire	NOM	auxiliaire
médicale	ADJ	médical
:	PUN	:
mme	VER:simp	mme
leroy	NOM	leroy
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.82	NUM	@card@
.	SENT	.
21.04	NUM	@card@
.	SENT	.
44	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
jusqu'à	NOM	jusqu'à
lundi	NOM	lundi
14	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
messe	NOM	messe
pour	PRP	pour
tout	PRO:IND	tout
le	DET:ART	le
secteur	NOM	secteur
pastoral	ADJ	pastoral
:	PUN	:
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
l'	DET:ART	le
église	NOM	église
de	PRP	de
dommary-baroncourt	NOM	dommary-baroncourt
.	SENT	.
harmonie	NOM	harmonie
municipale	ADJ	municipal
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
répétition	NOM	répétition
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
musique	NOM	musique
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
le	DET:ART	le
public	NOM	public
.	SENT	.
randonnée	NOM	randonnée
pédestre	ADJ	pédestre
à	PRP	à
joudreville	NOM	joudreville
:	PUN	:
départ	NOM	départ
à	PRP	à
9	NUM	@card@
h	ABR	heure
devant	PRP	devant
la	DET:ART	le
salle	NOM	salle
du	PRP:det	du
cercle	NOM	cercle
,	PUN	,
ouverte	VER:pper	ouvrir
à	PRP	à
tous	PRO:IND	tout
.	SENT	.
concours	NOM	concours
de	PRP	de
belote	NOM	belote
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
l'	DET:ART	le
hôtel	NOM	hôtel
de	PRP	de
ville	NOM	ville
;	PUN	;
concours	NOM	concours
par	PRP	par
équipes	NOM	équipe
de	PRP	de
deux	NUM	deux
,	PUN	,
inscriptions	NOM	inscription
sur	PRP	sur
place	NOM	place
à	PRP	à
8	NUM	@card@
euros	NOM	euro
par	PRP	par
personne	NOM	personne
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
,	PUN	,
tournoi	NOM	tournoi
équipes	NOM	équipe
benjamins	NOM	benjamin
;	PUN	;
à	PRP	à
15	NUM	@card@
h	ABR	heure
au	PRP:det	au
stade	NOM	stade
brabois	NOM	brabois
,	PUN	,
équipe	NOM	équipe
seniors	NOM	senior
a-stenay-mouzay	ADJ	a-stenay-mouzay
.	SENT	.
asjpb	NOM	asjpb
basket	NOM	basket
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
,	PUN	,
seniors	NOM	senior
b-saint-nicolas	NOM	b-saint-nicolas
.	SENT	.
