l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
bibliothèque	NOM	bibliothèque
et	KON	et
piscine	NOM	piscine
:	PUN	:
fermées	VER:pper	fermer
.	SENT	.
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
,	PUN	,
serge	NOM	serge
landier	NOM	landier
(	PUN	(
cimetière	NOM	cimetière
,	PUN	,
logements	NOM	logement
,	PUN	,
patrimoine	NOM	patrimoine
).	VER:ppre	).
jeunesse	NOM	jeunesse
active	ADJ	actif
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
des	PRP:det	du
ja	NOM	ja
,	PUN	,
confection	NOM	confection
des	PRP:det	du
crêpes	NOM	crêpe
et	KON	et
dégustation	NOM	dégustation
.	SENT	.
ecoles	NOM	ecoles
de	PRP	de
tennis	NOM	tennis
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
9	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
,	PUN	,
tournoi	NOM	tournoi
de	PRP	de
fin	NOM	fin
d'	PRP	de
année	NOM	année
pour	PRP	pour
les	DET:ART	le
écoles	NOM	école
de	PRP	de
tennis	NOM	tennis
(	PUN	(
11	NUM	@card@
à	PRP	à
12	NUM	@card@
ans	NOM	an
garçons	NOM	garçon
et	KON	et
filles	NOM	fille
)	PUN	)
avec	PRP	avec
la	DET:ART	le
participation	NOM	participation
des	PRP:det	du
clubs	NOM	club
de	PRP	de
batilly	NOM	batilly
,	PUN	,
briey	NOM	briey
,	PUN	,
piennes	ADJ	piennes
et	KON	et
bouligny	ADJ	bouligny
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
,	PUN	,
entraînement	NOM	entraînement
des	PRP:det	du
seniors	NOM	senior
a	VER:pres	avoir
et	KON	et
b.	VER:subi	b.
asjpb	NOM	asjpb
basket	NOM	basket
:	PUN	:
à	PRP	à
19	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
:	PUN	:
entraînement	NOM	entraînement
des	PRP:det	du
seniors	NOM	senior
a	VER:pres	avoir
et	KON	et
b.	VER:subi	b.
