c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
le	DET:ART	le
haut	ADJ	haut
lieu	NOM	lieu
du	PRP:det	du
muaythaï	NOM	muaythaï
mondial	ADJ	mondial
,	PUN	,
le	DET:ART	le
lumpinee	NOM	lumpinee
stadium	NOM	stadium
,	PUN	,
que	KON	que
les	DET:ART	le
lorrains	NOM	lorrain
eurent	VER:simp	avoir
droit	NOM	droit
à	PRP	à
l'	DET:ART	le
honneur	NOM	honneur
suprême	ADJ	suprême
réservé	VER:pper	réserver
à	PRP	à
l'	DET:ART	le
élite	NOM	élite
locale	ADJ	local
:	PUN	:
combattre	VER:infi	combattre
.	SENT	.
david	NOM	david
repcen	ADJ	repcen
,	PUN	,
habitué	VER:pper	habituer
aux	PRP:det	au
combats	NOM	combat
internationaux	ADJ	international
,	PUN	,
disputait	VER:impf	disputer
là	ADV	là
sa	DET:POS	son
dernière	ADJ	dernier
épreuve	NOM	épreuve
professionnelle	ADJ	professionnel
.	SENT	.
mais	KON	mais
il	PRO:PER	il
joua	VER:simp	jouer
de	PRP	de
malchance	NOM	malchance
:	PUN	:
«	PUN:cit	«
j'	PRO:PER	je
ai	VER:pres	avoir
été	VER:pper	être
terrassé	VER:pper	terrasser
par	PRP	par
la	DET:ART	le
fièvre	NOM	fièvre
dès	PRP	dès
l'	DET:ART	le
arrivée	NOM	arrivé|arrivée
en	PRP	en
thaïlande	NOM	thaïlande
,	PUN	,
mais	KON	mais
je	PRO:PER	je
me	PRO:PER	me
suis	VER:pres	suivre|être
remis	VER:pper	remettre
assez	ADV	assez
rapidement	ADV	rapidement
,	PUN	,
non	ADV	non
sans	PRP	sans
avoir	VER:infi	avoir
perdu	VER:pper	perdre
cinq	NUM	cinq
kilos	NOM	kilo
en	PRP	en
quelques	PRO:IND	quelque
jours	NOM	jour
»,	ADJ	»,
témoigne	VER:pres	témoigner
le	DET:ART	le
combattant	NOM	combattant
.	SENT	.
«	PUN:cit	«
le	DET:ART	le
combat	NOM	combat
a	VER:pres	avoir
été	VER:pper	être
extrêmement	ADV	extrêmement
rude	ADJ	rude
,	PUN	,
comme	KON	comme
je	PRO:PER	je
m'	PRO:PER	me
y	PRO:PER	y
attendais	VER:impf	attendre
.	SENT	.
malgré	PRP	malgré
ma	DET:POS	mon
condition	NOM	condition
physique	ADJ	physique
j'	PRO:PER	je
ai	VER:pres	avoir
tenu	VER:pper	tenir
les	DET:ART	le
cinq	NUM	cinq
rounds	NOM	round
et	KON	et
je	PRO:PER	je
pense	VER:pres	penser
avoir	VER:infi	avoir
largement	ADV	largement
sauvé	VER:pper	sauver
l'	DET:ART	le
honneur	NOM	honneur
malgré	PRP	malgré
la	DET:ART	le
victoire	NOM	victoire
de	PRP	de
mon	DET:POS	mon
adversaire	NOM	adversaire
.	SENT	.
un	DET:ART	un
spécialiste	NOM	spécialiste
qui	PRO:REL	qui
compte	VER:pres	compter
pas	ADV	pas
moins	ADV	moins
de	PRP	de
150	NUM	@card@
combats	NOM	combat
professionnels	ADJ	professionnel
...	PUN	...
»	PUN:cit	»
