l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
guy	ADJ	guy
henrion	NOM	henrion
,	PUN	,
6	NUM	@card@
rue	NOM	rue
de	PRP	de
chiny	NOM	chiny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.03	NUM	@card@
.	SENT	.
30	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
nuit	NOM	nuit
:	PUN	:
pharmacie	NOM	pharmacie
die	ADJ	die
,	PUN	,
17	NUM	@card@
rue	NOM	rue
de	PRP	de
l'	DET:ART	le
hôtel-de-ville	NOM	hôtel-de-ville
,	PUN	,
dun	NOM	dun
sur	PRP	sur
meuse	NOM	meuse
,	PUN	,
et	KON	et
mme	VER:subi	mme
lourenço-bouché	VER:pper	lourenço-bouché
,	PUN	,
damvillers	NOM	damvillers
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
85.60	NUM	@card@
.	SENT	.
29	NUM	@card@
judo	NOM	judo
:	PUN	:
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
club	NOM	club
bel	ADJ	beau
automne	NOM	automne
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
rue	NOM	rue
fernand-antoine	NOM	fernand-antoine
.	SENT	.
bibliothèque	NOM	bibliothèque
pour	PRP	pour
tous	PRO:IND	tout
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
rue	NOM	rue
pasteur	NOM	pasteur
.	SENT	.
cpam	NOM	cpam
:	PUN	:
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
23	NUM	@card@
rue	NOM	rue
mabille	NOM	mabille
.	SENT	.
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
mme	NOM	madame
lanher	ADJ	lanher
et	KON	et
de	PRP	de
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
m.	ABR	m.
aubois	NOM	aubois
.	SENT	.
cinéma	NOM	cinéma
:	PUN	:
à	PRP	à
21	NUM	@card@
h	ABR	heure
«	PUN:cit	«
taxi	NOM	taxi
3	NUM	@card@
».	ABR	».
circuit	NOM	circuit
des	PRP:det	du
remparts	NOM	rempart
et	KON	et
musées	NOM	musée
:	PUN	:
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
