l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
danielle	ADJ	danielle
noël	NOM	noël
à	PRP	à
woinville	NOM	woinville
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.33	NUM	@card@
.	SENT	.
84	NUM	@card@
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.37	NUM	@card@
.	SENT	.
00	NUM	@card@
déchetterie	NOM	déchetterie
cantonale	ADJ	cantonal
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
pour	PRP	pour
samedi	NOM	samedi
et	KON	et
dimanche	NOM	dimanche
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
8	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.29	NUM	@card@
.	SENT	.
84.75	NUM	@card@
.	SENT	.
15	NUM	@card@
en	PRP	en
cas	NOM	cas
d'	PRP	de
extrême	ADJ	extrême
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
15	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
samedi	NOM	samedi
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
et	KON	et
dimanche	NOM	dimanche
-	PUN	-
pharmacie	NOM	pharmacie
notre	DET:POS	notre
dame	NOM	dame
de	PRP	de
saint-mihiel	NOM	saint-mihiel
.	SENT	.
messes	NOM	messe
dominicales	ADJ	dominical
:	PUN	:
secteur	NOM	secteur
de	PRP	de
vigneulles	NOM	vigneulles
-	PUN	-
samedi	NOM	samedi
4	NUM	@card@
janvier	NOM	janvier
:	PUN	:
viéville	NOM	viéville
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
dimanche	NOM	dimanche
5	NUM	@card@
janvier	NOM	janvier
:	PUN	:
creuë	NOM	creuë
à	PRP	à
10	NUM	@card@
h	ABR	heure
,	PUN	,
vigneulles	NOM	vigneulles
et	KON	et
billy	NOM	billy
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
;	PUN	;
secteur	NOM	secteur
de	PRP	de
heudicourt	NOM	heudicourt
-	PUN	-
woinville	NOM	woinville
à	PRP	à
10	NUM	@card@
h	ABR	heure
,	PUN	,
buxières	NOM	buxières
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
informatique	NOM	informatique
et	KON	et
internet	NOM	Internet
:	PUN	:
à	PRP	à
hattonville	NOM	hattonville
à	PRP	à
la	DET:ART	le
salle	NOM	salle
communale	ADJ	communal
:	PUN	:
jeux	NOM	jeu
en	PRP	en
réseau	NOM	réseau
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
initiation	NOM	initiation
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
22	NUM	@card@
h.	ABR	h.
