c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
,	PUN	,
gracieusement	ADV	gracieusement
mise	VER:pper	mettre
à	PRP	à
disposition	NOM	disposition
par	PRP	par
la	DET:ART	le
municipalité	NOM	municipalité
que	KON	que
les	DET:ART	le
bénévoles	NOM	bénévole
de	PRP	de
l'	DET:ART	le
association	NOM	association
sports	NOM	sport
et	KON	et
loisirs	NOM	loisir
et	KON	et
leur	DET:POS	leur
président	NOM	président
jean-luc	NOM	jean-luc
genay	ADJ	genay
,	PUN	,
ont	VER:pres	avoir
convié	VER:pper	convier
les	DET:ART	le
membres	NOM	membre
du	PRP:det	du
club	NOM	club
des	PRP:det	du
anciens	NOM	ancien
à	PRP	à
déguster	VER:infi	déguster
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
.	SENT	.
en	PRP	en
tout	PRO:IND	tout
une	DET:ART	un
soixantaine	NOM	soixantaine
de	PRP	de
personnes	NOM	personne
parmi	PRP	parmi
lesquelles	PRO:REL	lequel
,	PUN	,
le	DET:ART	le
maire	NOM	maire
et	KON	et
son	DET:POS	son
épouse	NOM	épouse
.	SENT	.
