c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
12	NUM	@card@
h	ABR	heure
16	NUM	@card@
le	DET:ART	le
5	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
né	VER:pper	naître
antoine	NOM	antoine
,	PUN	,
à	PRP	à
la	DET:ART	le
polyclinique	NOM	polyclinique
majorelle	ADJ	majorelle
.	SENT	.
a	VER:pres	avoir
sa	DET:POS	son
venue	NOM	venu|venue
au	PRP:det	au
monde	NOM	monde
,	PUN	,
il	PRO:PER	il
pesait	VER:impf	peser
2,9	NUM	@card@
kg	ABR	kg
et	KON	et
mesurait	VER:impf	mesurer
50	NUM	@card@
cm	NOM	cm
.	SENT	.
le	DET:ART	le
nouveau-né	NOM	nouveau-né
viendra	VER:futu	venir
bientôt	ADV	bientôt
rejoindre	VER:infi	rejoindre
,	PUN	,
au	PRP:det	au
domicile	NOM	domicile
familial	ADJ	familial
,	PUN	,
rue	NOM	rue
de	PRP	de
saverne	NOM	saverne
,	PUN	,
sa	DET:POS	son
grande	ADJ	grand
s	NOM	s
	ADJ	
ur	VER:simp	ur
lola	NOM	lola
,	PUN	,
âgée	ADJ	âgé
de	PRP	de
20	NUM	@card@
mois	NOM	moi|mois
.	SENT	.
pour	PRP	pour
le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
bonheur	NOM	bonheur
de	PRP	de
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
sabrina	VER:simp	sabrina
lamy	NOM	lamy
,	PUN	,
29	NUM	@card@
ans	NOM	an
,	PUN	,
vendeuse	ADJ	vendeur
,	PUN	,
et	KON	et
yannick	NOM	yannick
campagnani	ADJ	campagnani
,	PUN	,
29	NUM	@card@
ans	NOM	an
,	PUN	,
technicien	ADJ	technicien
en	PRP	en
détection	NOM	détection
incendie	NOM	incendie
.	SENT	.
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
et	KON	et
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
prospérité	NOM	prospérité
à	PRP	à
antoine	NOM	antoine
.	SENT	.
