l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
alain	NOM	alain
geoffroy	NAM	Geoffroy
,	PUN	,
tél/rep/fax	NOM	tél/rep/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.27	NUM	@card@
.	SENT	.
89	NUM	@card@
service	NOM	service
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	NOM	dr
laurent	VER:pres	laurer
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
89.46	NUM	@card@
.	SENT	.
95	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
dr	NOM	dr
moreau	ADJ	moreau
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
89.41	NUM	@card@
.	SENT	.
25	NUM	@card@
aînés	NOM	aîné
ruraux	ADJ	rural
:	PUN	:
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
permanence	NOM	permanence
admr	NOM	admr
:	PUN	:
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
maison	NOM	maison
du	PRP:det	du
canton	NOM	canton
.	SENT	.
otsi	NOM	otsi
(	PUN	(
visite	NOM	visite
possible	ADJ	possible
du	PRP:det	du
musée	NOM	musée
jeanne-d'arc	NOM	jeanne-d'arc
)	PUN	)
:	PUN	:
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
cérémonie	NOM	cérémonie
des	PRP:det	du
v	NOM	v
	ADJ	
ux	ADJ	ux
:	PUN	:
19	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
.	SENT	.
