c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
plaisir	NOM	plaisir
que	PRO:REL	que
nous	PRO:PER	nous
avons	VER:pres	avoir
appris	VER:pper	apprendre
la	DET:ART	le
naissance	NOM	naissance
de	PRP	de
flavie	NOM	flavie
.	SENT	.
elle	PRO:PER	elle
est	VER:pres	être
venue	VER:pper	venir
tenir	VER:infi	tenir
compagnie	NOM	compagnie
à	PRP	à
ses	DET:POS	son
deux	NUM	deux
soeurs	NOM	sœur
,	PUN	,
mégane	NOM	mégane
quatre	NUM	quatre
ans	NOM	an
et	KON	et
ophélie	NOM	ophélie
deux	NUM	deux
ans	NOM	an
.	SENT	.
le	DET:ART	le
papa	NOM	papa
,	PUN	,
alain	NOM	alain
foissotte	ADJ	foissotte
,	PUN	,
est	VER:pres	être
chauffeur	NOM	chauffeur
routier	ADJ	routier
aux	PRP:det	au
établissements	NOM	établissement
blanchet	ADJ	blanchet
de	PRP	de
vincey	NOM	vincey
,	PUN	,
quant	PRP	quant
à	PRP	à
la	DET:ART	le
maman	NOM	maman
,	PUN	,
mme	VER:simp	mme
gitzhoffer	VER:infi	gitzhoffer
,	PUN	,
elle	PRO:PER	elle
est	VER:pres	être
mère	NOM	mère
au	PRP:det	au
foyer	NOM	foyer
.	SENT	.
bienvenue	VER:pper	bienvenir
à	PRP	à
la	DET:ART	le
petite	ADJ	petit
flavie	NOM	flavie
et	KON	et
sincères	ADJ	sincère
félicitations	NOM	félicitation
aux	PRP:det	au
heureux	ADJ	heureux
parents	NOM	parent|parents
.	SENT	.
