c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
14	NUM	@card@
décembre	NOM	décembre
dernier	ADJ	dernier
qu'	PRO:REL	que
est	VER:pres	être
née	VER:pper	naître
à	PRP	à
toul	NOM	toul
à	PRP	à
13	NUM	@card@
h	ABR	heure
54	NUM	@card@
océane	ADJ	océane
,	PUN	,
jolie	ADJ	joli
petite	ADJ	petit
fille	NOM	fille
pesant	VER:ppre	peser
à	PRP	à
la	DET:ART	le
naissance	NOM	naissance
3,730	NUM	@card@
kg	ABR	kg
et	KON	et
mesurant	VER:ppre	mesurer
50,5	NUM	@card@
cm	NOM	cm
.	SENT	.
elle	PRO:PER	elle
fait	VER:pres	faire
la	DET:ART	le
joie	NOM	joie
des	PRP:det	du
jeunes	NOM	jeune
parents	ADJ	parent
,	PUN	,
le	DET:ART	le
papa	NOM	papa
frédéric	ADJ	frédéric
geslain	NOM	geslain
,	PUN	,
venant	VER:ppre	venir
de	PRP	de
l'	DET:ART	le
hérault	NOM	hérault
,	PUN	,
la	DET:ART	le
maman	NOM	maman
marilyn	ADJ	marilyn
cornet	NOM	cornet
,	PUN	,
originaire	ADJ	originaire
des	PRP:det	du
ardennes	NOM	ardennes
,	PUN	,
tous	PRO:IND	tout
deux	NUM	deux
militaires	NOM	militaire
à	PRP	à
la	DET:ART	le
base	NOM	base
de	PRP	de
rosières	NOM	rosière
au	PRP:det	au
5	NUM	@card@
e	NOM	e
coga	NOM	coga
(	PUN	(
génie	NOM	génie
de	PRP	de
l'	DET:ART	le
air	NOM	air
)	PUN	)
et	KON	et
demeurant	ADV	demeurant
dans	PRP	dans
la	DET:ART	le
localité	NOM	localité
depuis	PRP	depuis
juillet	NOM	juillet
2002	NUM	@card@
à	PRP	à
la	DET:ART	le
résidence	NOM	résidence
lamarche	ADJ	lamarche
g	VER:simp	g
3.	DET:ART	@ord@
félicitations	NOM	félicitation
aux	PRP:det	au
parents	ADJ	parent
et	KON	et
meilleurs	ADJ	meilleur
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
à	PRP	à
océane	ADJ	océane
.	SENT	.
