c'	PRO:DEM	ce
est	VER:pres	être
de	PRP	de
nouveau	ADJ	nouveau
reparti	VER:pper	repartir
pour	PRP	pour
les	DET:ART	le
ateliers	NOM	atelier
de	PRP	de
bricolage	NOM	bricolage
des	PRP:det	du
enfants	NOM	enfant
.	SENT	.
l'	DET:ART	le
association	NOM	association
familles	NOM	famille
rurales	ADJ	rural
est	VER:pres	être
toujours	ADV	toujours
prête	ADJ	prêt
à	PRP	à
distraire	VER:infi	distraire
les	DET:ART	le
jeunes	NOM	jeune
.	SENT	.
le	DET:ART	le
plâtre	NOM	plâtre
et	KON	et
la	DET:ART	le
peinture	NOM	peinture
étaient	VER:impf	être
au	PRP:det	au
programme	NOM	programme
.	SENT	.
divers	ADJ	divers
objets	NOM	objet
décoratifs	ADJ	décoratif
ont	VER:pres	avoir
été	VER:pper	être
réalisés	VER:pper	réaliser
en	PRP	en
plâtre	NOM	plâtre
,	PUN	,
puis	ADV	puis
peints	VER:pper	peindre
.	SENT	.
avec	PRP	avec
beaucoup	ADV	beaucoup
de	PRP	de
goût	NOM	goût
et	KON	et
d'	PRP	de
idées	NOM	idée
.	SENT	.
une	DET:ART	un
passion	NOM	passion
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
.	SENT	.
vingt	NUM	vingt
enfants	NOM	enfant
y	PRO:PER	y
participaient	VER:impf	participer
.	SENT	.
