c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
19	NUM	@card@
h	ABR	heure
11	NUM	@card@
le	DET:ART	le
26	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
née	VER:pper	naître
à	PRP	à
la	DET:ART	le
polyclinique	NOM	polyclinique
majorelle	ADJ	majorelle
,	PUN	,
la	DET:ART	le
petite	ADJ	petit
jade	NOM	jade
.	SENT	.
pesant	VER:ppre	peser
3,640	NUM	@card@
kg	ABR	kg
et	KON	et
mesurant	VER:ppre	mesurer
51	NUM	@card@
cm	NOM	cm
à	PRP	à
sa	DET:POS	son
venue	NOM	venu|venue
au	PRP:det	au
monde	NOM	monde
,	PUN	,
la	DET:ART	le
jolie	ADJ	joli
demoiselle	NOM	demoiselle
est	VER:pres	être
le	DET:ART	le
premier	NUM	premier
enfant	NOM	enfant
du	PRP:det	du
couple	NOM	couple
briot	ADJ	briot
:	PUN	:
sophie	NOM	sophie
,	PUN	,
sa	DET:POS	son
maman	NOM	maman
,	PUN	,
est	VER:pres	être
commerciale	ADJ	commercial
tandis	KON	tandis
que	KON	que
thierry	NOM	thierry
,	PUN	,
son	DET:POS	son
papa	NOM	papa
,	PUN	,
est	VER:pres	être
pompier	ADJ	pompier
.	SENT	.
sincères	ADJ	sincère
félicitations	NOM	félicitation
.	SENT	.
