l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
myriam	NOM	myriam
kintzinger	NOM	kintzinger
(	PUN	(
culture	NOM	culture
,	PUN	,
communication	NOM	communication
).	VER:ppre	).
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
piscine	NOM	piscine
:	PUN	:
fermée	VER:pper	fermer
.	SENT	.
jeunesse	NOM	jeunesse
active	ADJ	actif
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
des	PRP:det	du
ja	NOM	ja
,	PUN	,
et	KON	et
de	PRP	de
20	NUM	@card@
h	ABR	heure
à	PRP	à
23	NUM	@card@
h	ABR	heure
soirée	NOM	soirée
vidéo	ADJ	vidéo
et	KON	et
dvd	ADJ	dvd
.	SENT	.
ecoles	NOM	ecoles
de	PRP	de
tennis	NOM	tennis
:	PUN	:
suite	NOM	suite
du	PRP:det	du
tournoi	NOM	tournoi
des	PRP:det	du
jeunes	NOM	jeune
à	PRP	à
partir	VER:infi	partir
de	PRP	de
9	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
et	KON	et
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
sports	NOM	sport
,	PUN	,
avec	PRP	avec
les	DET:ART	le
clubs	NOM	club
de	PRP	de
piennes	NOM	piennes
,	PUN	,
briey	NOM	briey
,	PUN	,
batilly	NOM	batilly
et	KON	et
bouligny	NAM	bouligny
.	SENT	.
obsèques	NOM	obsèques
:	PUN	:
à	PRP	à
10	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
sainte-barbe	NOM	sainte-barbe
à	PRP	à
bouligny	ADJ	bouligny
saint-pierre	NOM	saint-pierre
,	PUN	,
de	PRP	de
mme	NOM	madame
marie	VER:pres	marier
debowski	NOM	debowski
décédée	VER:pper	décéder
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
76	NUM	@card@
ans	NOM	an
.	SENT	.
