l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél	ABR	téléphone
,	PUN	,
répondeur	ADJ	répondeur
et	KON	et
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
messe	NOM	messe
:	PUN	:
à	PRP	à
10	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
maison	NOM	maison
des	PRP:det	du
services	NOM	service
:	PUN	:
secrétariat	NOM	secrétariat
familles	NOM	famille
rurales	ADJ	rural
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
visio	NOM	visio
assedic	NOM	assedic
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
cpam	NOM	cpam
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
point	ADV	point
accueil	NOM	accueil
emploi	NOM	emploi
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
cinéma	NOM	cinéma
:	PUN	:
«	PUN:cit	«
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
bouquet	NOM	bouquet
!	SENT	!
»	PUN:cit	»
d'	PRP	de
une	DET:ART	un
durée	NOM	durée
de	PRP	de
1	NUM	@card@
h	ABR	heure
39	NUM	@card@
