l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
chantal	ADJ	chantal
schneider	NOM	schneider
à	PRP	à
nicey	NOM	nicey
,	PUN	,
tél/fax	NOM	tél/fax
03.29	NUM	@card@
.	SENT	.
75.03	NUM	@card@
.	SENT	.
20	NUM	@card@
aujourd'hui	NOM	aujourd'hui
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h.	ABR	h.
multimédia	ADJ	multimédia
:	PUN	:
www	NOM	www
.	SENT	.
cc	NOM	cc
.	SENT	.
entreaireetmeuse	NOM	entreaireetmeuse
.	SENT	.
fr	NOM	fr
admr	NOM	admr
:	PUN	:
maryse	NOM	maryse
husson	NOM	husson
(	PUN	(
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.02	NUM	@card@
.	SENT	.
85	NUM	@card@
).	ABR	).
bibliothèque	NOM	bibliothèque
:	PUN	:
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
musique	NOM	musique
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
rue	NOM	rue
queue-de-vache	NOM	queue-de-vache
;	PUN	;
à	PRP	à
partir	VER:infi	partir
de	PRP	de
17	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
la	DET:ART	le
bibliothèque	NOM	bibliothèque
,	PUN	,
éveil	NOM	éveil
musical	ADJ	musical
,	PUN	,
clarinettes	NOM	clarinette
et	KON	et
claviers	NOM	clavier
.	SENT	.
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
à	PRP	à
souilly	NOM	souilly
.	SENT	.
stage	NOM	stage
de	PRP	de
sensibilisation	NOM	sensibilisation
sur	PRP	sur
la	DET:ART	le
lecture	NOM	lecture
:	PUN	:
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
la	DET:ART	le
bibliothèque	NOM	bibliothèque
(	PUN	(
pour	PRP	pour
les	DET:ART	le
écoles	NOM	école
).	ABR	).
réunion	NOM	réunion
comité	NOM	comité
de	PRP	de
pilotage	NOM	pilotage
«	PUN:cit	«
ma	DET:POS	mon
rue	NOM	rue
prend	VER:pres	prendre
l'	DET:ART	le
aire	NOM	aire
»	PUN:cit	»
:	PUN	:
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
mairie	NOM	mairie
de	PRP	de
longchamps	NOM	longchamps
.	SENT	.
assemblée	NOM	assemblée
de	PRP	de
la	DET:ART	le
nicéenne	NOM	nicéenne
:	PUN	:
20	NUM	@card@
h	ABR	heure
,	PUN	,
mairie	NOM	mairie
de	PRP	de
nicey	NOM	nicey
.	SENT	.
demain	ADV	demain
messes	NOM	messe
pour	PRP	pour
le	DET:ART	le
secteur	NOM	secteur
:	PUN	:
9	NUM	@card@
h	ABR	heure
45	NUM	@card@
à	PRP	à
pierrefitte-sur-aire	NOM	pierrefitte-sur-aire
;	PUN	;
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
courcelles-sur-aire	NOM	courcelles-sur-aire
.	SENT	.
