l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
françoise	ADJ	françoise
thomas	NOM	thomas
,	PUN	,
tél	ABR	téléphone
.	SENT	.
répondeur	NOM	répondeur
et	KON	et
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.47	NUM	@card@
.	SENT	.
76	NUM	@card@
marché	NOM	marché
:	PUN	:
avec	PRP	avec
marché	NOM	marché
bio	ADJ	biologique
,	PUN	,
en	PRP	en
matinée	NOM	matinée
et	KON	et
en	PRP	en
centre-ville	NOM	centre-ville
.	SENT	.
messe	NOM	messe
:	PUN	:
à	PRP	à
10	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
maison	NOM	maison
de	PRP	de
retraite	NOM	retraite
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
maison	NOM	maison
des	PRP:det	du
services	NOM	service
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
secrétariat	NOM	secrétariat
de	PRP	de
familles	NOM	famille
rurales	ADJ	rural
;	PUN	;
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
assedic	NOM	assedic
par	PRP	par
visio-station	NOM	visio-station
,	PUN	,
et	KON	et
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
cpam	NOM	cpam
.	SENT	.
cinéma	NOM	cinéma
:	PUN	:
«	PUN:cit	«
the	ADJ	the
extremists	NOM	extremists
»	PUN:cit	»
d'	PRP	de
une	DET:ART	un
durée	NOM	durée
de	PRP	de
1	NUM	@card@
h	ABR	heure
45	NUM	@card@
;	PUN	;
répondeur	NOM	répondeur
d'	PRP	de
action	NOM	action
cinéma	NOM	cinéma
:	PUN	:
03.29	NUM	@card@
.	SENT	.
80.61	NUM	@card@
.	SENT	.
88	NUM	@card@
