c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
8	NUM	@card@
h	ABR	heure
26	NUM	@card@
le	DET:ART	le
22	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
née	VER:pper	naître
,	PUN	,
à	PRP	à
la	DET:ART	le
polyclinique	NOM	polyclinique
majorelle	ADJ	majorelle
,	PUN	,
léa	VER:simp	léa
.	SENT	.
elle	PRO:PER	elle
est	VER:pres	être
le	DET:ART	le
premier	NUM	premier
enfant	NOM	enfant
de	PRP	de
christelle	NOM	christelle
paquotte	ADJ	paquotte
,	PUN	,
serveuse	NOM	serveur
,	PUN	,
et	KON	et
de	PRP	de
jérôme	NOM	jérôme
lebon	NOM	lebon
,	PUN	,
préparateur	NOM	préparateur
de	PRP	de
commande	NOM	commande
.	SENT	.
la	DET:ART	le
jolie	ADJ	joli
demoiselle	NOM	demoiselle
pesait	VER:impf	peser
3,250	NUM	@card@
kg	ABR	kg
et	KON	et
mesurait	VER:impf	mesurer
50	NUM	@card@
cm	NOM	cm
à	PRP	à
sa	DET:POS	son
venue	NOM	venu|venue
au	PRP:det	au
monde	NOM	monde
.	SENT	.
toutes	PRO:IND	tout
nos	DET:POS	notre
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
et	KON	et
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
à	PRP	à
léa	VER:simp	léa
,	PUN	,
qui	PRO:REL	qui
pourra	VER:futu	pouvoir
bientôt	ADV	bientôt
aller	VER:infi	aller
embrasser	VER:infi	embrasser
lucien	NOM	lucien
,	PUN	,
son	DET:POS	son
trisaïeul	NOM	trisaïeul
,	PUN	,
âgé	ADJ	âgé
de	PRP	de
86	NUM	@card@
ans	NOM	an
et	KON	et
toujours	ADV	toujours
aussi	ADV	aussi
vaillant	ADJ	vaillant
.	SENT	.
