c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
un	DET:ART	un
réel	ADJ	réel
plaisir	NOM	plaisir
que	KON	que
catherine	NOM	catherine
kaplinski	NOM	kaplinski
a	VER:pres	avoir
reçu	VER:pper	recevoir
vendredi	NOM	vendredi
,	PUN	,
la	DET:ART	le
visite	NOM	visite
au	PRP:det	au
domicile	NOM	domicile
de	PRP	de
sa	DET:POS	son
famille	NOM	famille
d'	PRP	de
accueil	NOM	accueil
,	PUN	,
d'	PRP	de
alain	NOM	alain
aubert	NOM	aubert
,	PUN	,
maire	NOM	maire
,	PUN	,
et	KON	et
des	PRP:det	du
représentants	NOM	représentant
du	PRP:det	du
centre	NOM	centre
communal	ADJ	communal
d'	PRP	de
action	NOM	action
sociale	ADJ	social
(	PUN	(
ccas	NOM	ccas
).	NOM	).
ceux-ci	VER:pper	ceux-ci
tenaient	VER:impf	tenir
à	PRP	à
féliciter	VER:infi	féliciter
et	KON	et
honorer	VER:infi	honorer
catherine	NOM	catherine
,	PUN	,
94	NUM	@card@
ans	NOM	an
,	PUN	,
à	PRP	à
laquelle	PRO:REL	lequel
ils	PRO:PER	il
ont	VER:pres	avoir
remis	VER:pper	remettre
de	PRP	de
jolies	ADJ	joli
fleurs	NOM	fleur
,	PUN	,
du	PRP:det	du
linge	NOM	linge
et	KON	et
un	DET:ART	un
poème	NOM	poème
sur	PRP	sur
parchemin	NOM	parchemin
,	PUN	,
signé	VER:pper	signer
de	PRP	de
nicole	ADJ	nicole
munzenmeyer	NOM	munzenmeyer
,	PUN	,
sociétaire	ADJ	sociétaire
du	PRP:det	du
«	PUN:cit	«
groupe	NOM	groupe
évasion	NOM	évasion
»,	NOM	»,
intitulée	VER:pper	intituler
«	PUN:cit	«
reconnaissance	NOM	reconnaissance
»	PUN:cit	»
en	PRP	en
hommage	NOM	hommage
aux	PRP:det	au
anciens	NOM	ancien
et	KON	et
à	PRP	à
leur	DET:POS	leur
vie	NOM	vie
souvent	ADV	souvent
pleine	ADJ	plein
de	PRP	de
labeur	NOM	labeur
.	SENT	.
bon	ADJ	bon
anniversaire	NOM	anniversaire
,	PUN	,
catherine	NOM	catherine
!	SENT	!
