c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
du	PRP:det	du
foyer	NOM	foyer
rural	ADJ	rural
,	PUN	,
en	PRP	en
présence	NOM	présence
des	PRP:det	du
représentants	NOM	représentant
des	PRP:det	du
communes	NOM	commune
adhérentes	ADJ	adhérent
à	PRP	à
la	DET:ART	le
communauté	NOM	communauté
de	PRP	de
la	DET:ART	le
moyenne-moselle	NOM	moyenne-moselle
que	KON	que
sylvie	NOM	sylvie
olivier	NOM	olivier
a	VER:pres	avoir
reçu	VER:pper	recevoir
,	PUN	,
devant	PRP	devant
ses	DET:POS	son
collègues	NOM	collègue
,	PUN	,
des	PRP:det	du
mains	NOM	main
du	PRP:det	du
président	NOM	président
,	PUN	,
philippe	ADJ	philippe
aussedat	NOM	aussedat
,	PUN	,
la	DET:ART	le
médaille	NOM	médaille
d'	PRP	de
honneur	NOM	honneur
régionale	ADJ	régional
départementale	ADJ	départemental
et	KON	et
communale	ADJ	communal
pour	PRP	pour
20	NUM	@card@
ans	NOM	an
de	PRP	de
travail	NOM	travail
.	SENT	.
après	PRP	après
avoir	VER:infi	avoir
travaillé	VER:pper	travailler
au	PRP:det	au
cdja	NOM	cdja
à	PRP	à
epinal	NOM	epinal
,	PUN	,
de	PRP	de
1978	NUM	@card@
à	PRP	à
1981	NUM	@card@
sylvie	NOM	sylvie
olivier	NOM	olivier
est	VER:pres	être
entrée	VER:pper	entrer
en	PRP	en
fonction	NOM	fonction
en	PRP	en
octobre	NOM	octobre
1981	NUM	@card@
au	PRP:det	au
district	NOM	district
de	PRP	de
la	DET:ART	le
moyenne-moselle	NOM	moyenne-moselle
,	PUN	,
actuelle	ADJ	actuel
communauté	NOM	communauté
de	PRP	de
communes	NOM	commune
.	SENT	.
elle	PRO:PER	elle
occupe	VER:pres	occuper
maintenant	ADV	maintenant
le	DET:ART	le
poste	NOM	poste
d'	PRP	de
adjoint	NOM	adjoint
administratif	ADJ	administratif
principal	NOM	principal
2	NUM	@card@
e	ADJ	e
classe	NOM	classe
.	SENT	.
un	DET:ART	un
diplôme	NOM	diplôme
et	KON	et
des	PRP:det	du
cadeaux	NOM	cadeau
accompagnaient	VER:impf	accompagner
la	DET:ART	le
médaille	NOM	médaille
d'	PRP	de
argent	NOM	argent
.	SENT	.
