c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
peine	NOM	peine
que	KON	que
ses	DET:POS	son
amis	NOM	ami
ont	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
survenu	VER:pper	survenir
après	PRP	après
quinze	NUM	quinze
jours	NOM	jour
d'	PRP	de
hospitalisation	NOM	hospitalisation
,	PUN	,
de	PRP	de
mme	ADJ	mme
grazia	NOM	grazia
pesce	ADJ	pesce
,	PUN	,
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
quatre-vingts	NUM	quatre-vingts
ans	NOM	an
.	SENT	.
née	VER:pper	naître
à	PRP	à
raddusa	VER:simp	raddusa
,	PUN	,
ville	NOM	ville
de	PRP	de
sicile	NOM	sicile
,	PUN	,
le	DET:ART	le
2	NUM	@card@
février	NOM	février
1922	NUM	@card@
elle	PRO:PER	elle
épouse	VER:pres	épouser
en	PRP	en
1942	NUM	@card@
en	PRP	en
italie	NOM	italie
,	PUN	,
giuseppe	NOM	giuseppe
pesce	ADJ	pesce
,	PUN	,
maçon	ADJ	maçon
de	PRP	de
métier	NOM	métier
.	SENT	.
le	DET:ART	le
couple	NOM	couple
franchit	VER:pres	franchir
les	DET:ART	le
alpes	NOM	alpe
et	KON	et
élit	VER:pres	élire
domicile	NOM	domicile
au	PRP:det	au
chef-lieu	NOM	chef-lieu
de	PRP	de
canton	NOM	canton
au	PRP:det	au
quartier	NOM	quartier
de	PRP	de
la	DET:ART	le
chapotte	NOM	chapotte
.	SENT	.
de	PRP	de
leur	DET:POS	leur
union	NOM	union
naissent	VER:pres	naître
quatre	NUM	quatre
enfants	NOM	enfant
:	PUN	:
agrippino	NOM	agrippino
,	PUN	,
mario	NOM	mario
,	PUN	,
antonio	NOM	antonio
,	PUN	,
et	KON	et
carmelo	ADJ	carmelo
.	SENT	.
grazia	NOM	grazia
a	VER:pres	avoir
connu	VER:pper	connaître
l'	DET:ART	le
immense	ADJ	immense
douleur	NOM	douleur
de	PRP	de
perdre	VER:infi	perdre
son	DET:POS	son
mari	NOM	mari
en	PRP	en
1972	NUM	@card@
des	PRP:det	du
suites	NOM	suite|suites
d'	PRP	de
une	DET:ART	un
longue	ADJ	longue
maladie	NOM	maladie
.	SENT	.
grand-mère	NOM	grand-mère
de	PRP	de
cindy	NOM	cindy
et	KON	et
grazella	NOM	grazella
,	PUN	,
arrière-grand-maman	NOM	arrière-grand-maman
de	PRP	de
bryan	NOM	bryan
,	PUN	,
fidèle	ADJ	fidèle
croyante	NOM	croyant
catholique	ADJ	catholique
,	PUN	,
elle	PRO:PER	elle
consacrait	VER:impf	consacrer
son	DET:POS	son
temps	NOM	temps
libre	ADJ	libre
à	PRP	à
crocheter	VER:infi	crocheter
et	KON	et
à	PRP	à
tricoter	VER:infi	tricoter
.	SENT	.
très	ADV	très
attachée	VER:pper	attacher
à	PRP	à
son	DET:POS	son
foyer	NOM	foyer
,	PUN	,
aimant	VER:ppre	aimer
la	DET:ART	le
discussion	NOM	discussion
,	PUN	,
elle	PRO:PER	elle
laissera	VER:futu	laisser
le	DET:ART	le
souvenir	NOM	souvenir
d'	PRP	de
une	DET:ART	un
femme	NOM	femme
affable	ADJ	affable
,	PUN	,
serviable	ADJ	serviable
et	KON	et
souriante	ADJ	souriant
.	SENT	.
les	DET:ART	le
obsèques	NOM	obsèques
de	PRP	de
mme	NOM	madame
pesce	ADJ	pesce
seront	VER:futu	être
célébrées	VER:pper	célébrer
lundi	NOM	lundi
27	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
l'	DET:ART	le
église	NOM	église
catholique	ADJ	catholique
d'	PRP	de
hérimoncourt	NOM	hérimoncourt
,	PUN	,
suivies	VER:pper	suivre
de	PRP	de
l'	DET:ART	le
inhumation	NOM	inhumation
au	PRP:det	au
cimetière	NOM	cimetière
dit	VER:pper	dire
de	PRP	de
l'	DET:ART	le
hôpital	NOM	hôpital
.	SENT	.
a	VER:pres	avoir
sa	DET:POS	son
famille	NOM	famille
et	KON	et
ses	DET:POS	son
amis	NOM	ami
dans	PRP	dans
la	DET:ART	le
peine	NOM	peine
,	PUN	,
l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
présente	VER:pres	présenter
ses	DET:POS	son
sincères	ADJ	sincère
condoléances	NOM	condoléance
.	SENT	.
