c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
la	DET:ART	le
polyclinique	NOM	polyclinique
majorelle	ADJ	majorelle
,	PUN	,
le	DET:ART	le
6	NUM	@card@
janvier	NOM	janvier
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
née	VER:pper	naître
stacy	NOM	stacy
,	PUN	,
un	DET:ART	un
beau	ADJ	beau
bébé	NOM	bébé
de	PRP	de
3,6	NUM	@card@
kg	ABR	kg
et	KON	et
mesurant	VER:ppre	mesurer
49	NUM	@card@
cm	NOM	cm
.	SENT	.
tout	PRO:IND	tout
est	VER:pres	être
prévu	VER:pper	prévoir
au	PRP:det	au
domicile	NOM	domicile
familial	ADJ	familial
,	PUN	,
rue	NOM	rue
de	PRP	de
la	DET:ART	le
forêt	NOM	forêt
,	PUN	,
pour	PRP	pour
sa	DET:POS	son
prochaine	ADJ	prochain
arrivée	NOM	arrivé|arrivée
.	SENT	.
son	DET:POS	son
frère	NOM	frère
dylan	ADJ	dylan
,	PUN	,
âgé	ADJ	âgé
de	PRP	de
2	NUM	@card@
ans	NOM	an
,	PUN	,
l'	PRO:PER	la|le
attend	VER:pres	attendre
avec	PRP	avec
impatience	NOM	impatience
.	SENT	.
sa	DET:POS	son
maman	NOM	maman
,	PUN	,
magali	ADJ	magali
mélis	NOM	mélis
,	PUN	,
est	VER:pres	être
mère	NOM	mère
au	PRP:det	au
foyer	NOM	foyer
,	PUN	,
et	KON	et
son	DET:POS	son
père	NOM	père
,	PUN	,
david	NOM	david
merlet	NOM	merlet
,	PUN	,
chauffeur	NOM	chauffeur
livreur	NOM	livreur
.	SENT	.
félicitations	NOM	félicitation
et	KON	et
nos	DET:POS	notre
v	NOM	v
	ADJ	
ux	ADJ	ux
à	PRP	à
stacy	NOM	stacy
.	SENT	.
