l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
alain	NOM	alain
geoffroy	NAM	Geoffroy
,	PUN	,
tél/rep/fax	NOM	tél/rep/fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.27	NUM	@card@
.	SENT	.
89	NUM	@card@
service	NOM	service
de	PRP	de
nuit	NOM	nuit
:	PUN	:
dr	ADJ	dr
rousseaux	NOM	rousseaux
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.44	NUM	@card@
.	SENT	.
39	NUM	@card@
;	PUN	;
pharmacie	NOM	pharmacie
de	PRP	de
permanence	NOM	permanence
:	PUN	:
dr	NOM	dr
moreau	ADJ	moreau
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.41	NUM	@card@
.	SENT	.
25	NUM	@card@
bibliothèque	NOM	bibliothèque
municipale	ADJ	municipal
:	PUN	:
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
rue	NOM	rue
des	PRP:det	du
annonciades	NOM	annonciade
.	SENT	.
scrabble	NOM	scrabble
:	PUN	:
adultes	ADJ	adulte
:	PUN	:
14	NUM	@card@
h	ABR	heure
;	PUN	;
enfants	NOM	enfant
:	PUN	:
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
tirage	NOM	tirage
de	PRP	de
l'	DET:ART	le
animation	NOM	animation
commerciale	ADJ	commercial
:	PUN	:
20	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
multifonctions	NOM	multifonctions
.	SENT	.
