l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
jean-marie	NOM	jean-marie
hoellinger	ADJ	hoellinger
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
79.12	NUM	@card@
.	SENT	.
87	NUM	@card@
rando	NOM	rando
gym	NOM	gym
culture	NOM	culture
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
.	SENT	.
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
