c'	PRO:DEM	ce
est	VER:pres	être
suite	NOM	suite
à	PRP	à
une	DET:ART	un
formation	NOM	formation
de	PRP	de
conteurs	NOM	conteur
amateurs	NOM	amateur
,	PUN	,
«	PUN:cit	«
conte	NOM	conte
en	PRP	en
troc	NOM	troc
»	PUN:cit	»
que	PRO:REL	que
bernadette	NOM	bernadette
séverin	ADJ	séverin
a	VER:pres	avoir
été	VER:pper	être
reçue	VER:pper	recevoir
à	PRP	à
la	DET:ART	le
bibliothèque	NOM	bibliothèque
de	PRP	de
suarce	NOM	suarce
.	SENT	.
durant	PRP	durant
près	ADV	près
d'	PRP	de
une	DET:ART	un
heure	NOM	heure
,	PUN	,
elle	PRO:PER	elle
a	VER:pres	avoir
exercé	VER:pper	exercer
son	DET:POS	son
talent	NOM	talent
,	PUN	,
maintenant	ADV	maintenant
en	PRP	en
haleine	NOM	haleine
petits	ADJ	petit
et	KON	et
plus	ADV	plus
grands	ADJ	grand
...	PUN	...
cric	NOM	cric
...	PUN	...
crac	NOM	crac
et	KON	et
voilà	ADV	voilà
indiens	ADJ	indien
,	PUN	,
loups	NOM	loup
,	PUN	,
moutons	NOM	mouton
,	PUN	,
chiens-loups	NOM	chiens-loups
qui	PRO:REL	qui
se	PRO:PER	se
succèdent	VER:pres	succéder
pour	PRP	pour
le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
plaisir	NOM	plaisir
de	PRP	de
l'	DET:ART	le
auditoire	NOM	auditoire
où	PRO:REL	où
moments	NOM	moment
d'	PRP	de
humour	NOM	humour
,	PUN	,
petites	ADJ	petit
peurs	NOM	peur
,	PUN	,
frissons	NOM	frisson
et	KON	et
joies	NOM	joie
marquaient	VER:impf	marquer
,	PUN	,
tour	NOM	tour
à	PRP	à
tour	NOM	tour
,	PUN	,
les	DET:ART	le
visages	NOM	visage
pour	PRP	pour
terminer	VER:infi	terminer
sous	PRP	sous
de	PRP	de
vifs	ADJ	vif
applaudissements	NOM	applaudissement
.	SENT	.
une	DET:ART	un
animation	NOM	animation
qui	PRO:REL	qui
sera	VER:futu	être
reconduite	VER:pper	reconduire
,	PUN	,
mercredi	NOM	mercredi
26	NUM	@card@
février	NOM	février
,	PUN	,
à	PRP	à
15	NUM	@card@
h.	ABR	h.
