c'	PRO:DEM	ce
est	VER:pres	être
devant	PRP	devant
une	DET:ART	un
assistance	NOM	assistance
peu	ADV	peu
nombreuse	ADJ	nombreux
que	KON	que
l'	DET:ART	le
amicale	ADJ	amical
des	PRP:det	du
anciens	ADJ	ancien
combattants	NOM	combattant
de	PRP	de
pelousey	NOM	pelousey
a	VER:pres	avoir
tenu	VER:pper	tenir
son	DET:POS	son
assemblée	NOM	assemblée
générale	ADJ	général
vendredi	NOM	vendredi
24	NUM	@card@
janvier	NOM	janvier
.	SENT	.
après	PRP	après
avoir	VER:infi	avoir
prononcé	VER:pper	prononcer
les	DET:ART	le
paroles	NOM	parole
de	PRP	de
bienvenues	NOM	bienvenu|bienvenue
et	KON	et
excusé	VER:pper	excuser
quelques	PRO:IND	quelque
camarades	NOM	camarade
absents	ADJ	absent
,	PUN	,
le	DET:ART	le
président	NOM	président
,	PUN	,
marcel	ADJ	marcel
vuillemin	NOM	vuillemin
,	PUN	,
laissa	VER:simp	laisser
la	DET:ART	le
parole	NOM	parole
au	PRP:det	au
secrétaire	NOM	secrétaire
et	KON	et
au	PRP:det	au
trésorier	NOM	trésorier
pour	PRP	pour
la	DET:ART	le
lecture	NOM	lecture
des	PRP:det	du
différents	ADJ	différent
rapports	NOM	rapport
.	SENT	.
quitus	NOM	quitus
fut	VER:simp	être
donné	VER:pper	donner
au	PRP:det	au
nouveau	ADJ	nouveau
trésorier	NOM	trésorier
,	PUN	,
claude	NOM	claude
petrignet	NOM	petrignet
,	PUN	,
qui	PRO:REL	qui
succède	VER:pres	succéder
à	PRP	à
jacques	NOM	jacque|jacques
pierson	NOM	pierson
,	PUN	,
décédé	VER:pper	décéder
au	PRP:det	au
cours	NOM	cour|cours
du	PRP:det	du
mandat	NOM	mandat
.	SENT	.
ordre	NOM	ordre
du	PRP:det	du
jour	NOM	jour
épuisé	VER:pper	épuiser
,	PUN	,
tous	PRO:IND	tout
se	PRO:PER	se
quittèrent	VER:simp	quitter
avec	PRP	avec
dans	PRP	dans
la	DET:ART	le
bouche	NOM	bouche
,	PUN	,
le	DET:ART	le
goût	NOM	goût
de	PRP	de
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
.	SENT	.
