c'	PRO:DEM	ce
est	VER:pres	être
devenu	VER:pper	devenir
une	DET:ART	un
tradition	NOM	tradition
,	PUN	,
la	DET:ART	le
municipalité	NOM	municipalité
offre	VER:pres	offrir
une	DET:ART	un
fois	NOM	foi|fois
l'	DET:ART	le
an	NOM	an
,	PUN	,
un	DET:ART	un
repas	NOM	repas
aux	PRP:det	au
anciens	NOM	ancien
du	PRP:det	du
village	NOM	village
.	SENT	.
ils	PRO:PER	il
étaient	VER:impf	être
seize	NUM	seize
mardi	NOM	mardi
dernier	ADJ	dernier
dans	PRP	dans
l'	DET:ART	le
ancienne	ADJ	ancien
salle	NOM	salle
de	PRP	de
classe	NOM	classe
devenue	VER:pper	devenir
salle	NOM	salle
polyvalente	ADJ	polyvalent
.	SENT	.
etaient	VER:cond	etaient
présents	ADJ	présent
jean-michel	NOM	jean-michel
souvay	ADJ	souvay
,	PUN	,
maire	NOM	maire
,	PUN	,
et	KON	et
les	DET:ART	le
doyens	NOM	doyen
:	PUN	:
madeleine	NOM	madeleine
alexandre	ADJ	alexandre
née	VER:pper	naître
en	PRP	en
1911	NUM	@card@
et	KON	et
pol	NOM	pol
laurent	VER:pres	laurer
en	PRP	en
1908	NUM	@card@
au	PRP:det	au
menu	NOM	menu
,	PUN	,
filet	NOM	filet
mignon	ADJ	mignon
préparé	VER:pper	préparer
par	PRP	par
un	DET:ART	un
traiteur	NOM	traiteur
et	KON	et
servi	VER:pper	servir
par	PRP	par
edith	NOM	edith
,	PUN	,
dominique	ADJ	dominique
et	KON	et
monique	ADJ	monique
.	SENT	.
et	KON	et
pour	PRP	pour
terminer	VER:infi	terminer
tous	PRO:IND	tout
ont	VER:pres	avoir
partagé	VER:pper	partager
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
.	SENT	.
convivialité	NOM	convivialité
,	PUN	,
ambiance	NOM	ambiance
étaient	VER:impf	être
également	ADV	également
de	PRP	de
circonstance	NOM	circonstance
.	SENT	.
