c'	PRO:DEM	ce
est	VER:pres	être
devant	PRP	devant
une	DET:ART	un
nombreuse	ADJ	nombreux
assistance	NOM	assistance
que	KON	que
le	DET:ART	le
président	NOM	président
alain	NOM	alain
leprêtre	ADJ	leprêtre
a	VER:pres	avoir
ouvert	VER:pper	ouvrir
l'	DET:ART	le
assemblée	NOM	assemblée
générale	ADJ	général
des	PRP:det	du
anciens	NOM	ancien
combattants	ADJ	combattant
.	SENT	.
une	DET:ART	un
minute	NOM	minute
de	PRP	de
silence	NOM	silence
a	VER:pres	avoir
été	VER:pper	être
observée	VER:pper	observer
en	PRP	en
mémoire	NOM	mémoire
des	PRP:det	du
membres	NOM	membre
disparus	VER:pper	disparaître
.	SENT	.
le	DET:ART	le
président	NOM	président
regrette	VER:pres	regretter
le	DET:ART	le
départ	NOM	départ
de	PRP	de
huit	NUM	huit
adhérents	NOM	adhérent
,	PUN	,
soit	KON	soit
pour	PRP	pour
raisons	NOM	raison
personnelles	ADJ	personnel
ou	KON	ou
pour	PRP	pour
rejoindre	VER:infi	rejoindre
une	DET:ART	un
autre	ADJ	autre
section	NOM	section
.	SENT	.
il	PRO:PER	il
remercie	VER:pres	remercier
chaleureusement	ADV	chaleureusement
tous	PRO:IND	tout
les	DET:ART	le
bénévoles	NOM	bénévole
qui	PRO:REL	qui
	NOM	
uvrent	ADJ	uvrent
pour	PRP	pour
le	DET:ART	le
bon	ADJ	bon
fonctionnement	NOM	fonctionnement
de	PRP	de
l'	DET:ART	le
association	NOM	association
.	SENT	.
le	DET:ART	le
secrétaire	NOM	secrétaire
roger	VER:infi	roger
marchand	ADJ	marchand
a	VER:pres	avoir
donné	VER:pper	donner
connaissance	NOM	connaissance
du	PRP:det	du
rapport	NOM	rapport
moral	ADJ	moral
de	PRP	de
l'	DET:ART	le
année	NOM	année
:	PUN	:
«	PUN:cit	«
la	DET:ART	le
visite	NOM	visite
des	PRP:det	du
malades	NOM	malade
se	PRO:PER	se
poursuit	VER:pres	poursuivre
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
ou	KON	ou
au	PRP:det	au
domicile	NOM	domicile
par	PRP	par
les	DET:ART	le
dames	NOM	dame
de	PRP	de
la	DET:ART	le
commission	NOM	commission
des	PRP:det	du
visites	NOM	visite
des	PRP:det	du
malades	NOM	malade
,	PUN	,
mmes	VER:simp	mmes
rognon	NOM	rognon
,	PUN	,
houg	NOM	houg
et	KON	et
fock	NOM	fock
.	SENT	.
il	PRO:PER	il
a	VER:pres	avoir
été	VER:pper	être
reconduit	VER:pper	reconduire
le	DET:ART	le
colis	NOM	colis
de	PRP	de
noël	NOM	noël
aux	PRP:det	au
plus	ADV	plus
de	PRP	de
80	NUM	@card@
ans	NOM	an
et	KON	et
aux	PRP:det	au
malades	NOM	malade
.	SENT	.
participation	NOM	participation
aux	PRP:det	au
festivités	NOM	festivité
du	PRP:det	du
14	NUM	@card@
juillet	NOM	juillet
et	KON	et
à	PRP	à
la	DET:ART	le
vente	NOM	vente
des	PRP:det	du
bleuets	NOM	bleuet
de	PRP	de
france	NOM	france
les	DET:ART	le
8	NUM	@card@
mai	NOM	mai
et	KON	et
11	NUM	@card@
novembre	NOM	novembre
.	SENT	.
présence	NOM	présence
des	PRP:det	du
portes-drapeaux	NOM	portes-drapeaux
mm	NOM	mm
.	SENT	.
guigon	NOM	guigon
,	PUN	,
chevalley	NAM	chevalley
ou	KON	ou
