l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
chantal	ADJ	chantal
schneider	NOM	schneider
,	PUN	,
à	PRP	à
nicey	NOM	nicey
,	PUN	,
tél-fax	NOM	tél-fax
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.03	NUM	@card@
.	SENT	.
20	NUM	@card@
mairie	NOM	mairie
:	PUN	:
8	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
75.03	NUM	@card@
.	SENT	.
76	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
75.00	NUM	@card@
.	SENT	.
86	NUM	@card@
codecom	NOM	codecom
:	PUN	:
de	PRP	de
8	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
communes	NOM	commune
forestières	ADJ	forestier
:	PUN	:
de	PRP	de
8	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
multimédia	ADJ	multimédia
:	PUN	:
www	NOM	www
.	SENT	.
ce	PRO:DEM	ce
.	SENT	.
entreaireetmeuse	ADJ	entreaireetmeuse
couture	NOM	couture
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
de	PRP	de
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
musique	NOM	musique
:	PUN	:
17	NUM	@card@
h	ABR	heure
,	PUN	,
guitare	NOM	guitare
;	PUN	;
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
percussions	NOM	percussion
;	PUN	;
20	NUM	@card@
h	ABR	heure
45	NUM	@card@
groupe	NOM	groupe
instrumental	ADJ	instrumental
adultes	ADJ	adulte
.	SENT	.
badminton	NOM	badminton
:	PUN	:
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
salle	NOM	salle
adeline	ADJ	adeline
.	SENT	.
rugby	NOM	rugby
:	PUN	:
entraînement	NOM	entraînement
juniors-seniors	NOM	juniors-seniors
de	PRP	de
19	NUM	@card@
h	ABR	heure
à	PRP	à
21	NUM	@card@
h	ABR	heure
au	PRP:det	au
stade	NOM	stade
.	SENT	.
ma	DET:POS	mon
rue	NOM	rue
prend	VER:pres	prendre
l'	DET:ART	le
aire	NOM	aire
:	PUN	:
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
réunion	NOM	réunion
du	PRP:det	du
groupe	NOM	groupe
communication	NOM	communication
à	PRP	à
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
