«	PUN:cit	«
je	PRO:PER	je
m'	PRO:PER	me
appelle	VER:pres	appeler
léonie	NOM	léonie
spiess	NOM	spiess
.	SENT	.
je	PRO:PER	je
suis	VER:pres	suivre|être
née	VER:pper	naître
à	PRP	à
toul	NOM	toul
,	PUN	,
dans	PRP	dans
une	DET:ART	un
très	ADV	très
belle	ADJ	beau
maternité	NOM	maternité
,	PUN	,
jeudi	NOM	jeudi
26	NUM	@card@
décembre	NOM	décembre
,	PUN	,
à	PRP	à
12	NUM	@card@
h	ABR	heure
18	NUM	@card@
a	VER:pres	avoir
la	DET:ART	le
naissance	NOM	naissance
,	PUN	,
je	PRO:PER	je
mesurais	VER:impf	mesurer
50	NUM	@card@
cm	NOM	cm
et	KON	et
pesais	VER:impf	peser
3	NUM	@card@
kg	ABR	kg
550	NUM	@card@
un	DET:ART	un
beau	ADJ	beau
bébé	NOM	bébé
n'	ADV	ne
est-ce	ADJ	est-ce
pas	ADV	pas
.	SENT	.
j'	PRO:PER	je
habite	VER:pres	habiter
avec	PRP	avec
christophe	NOM	christophe
,	PUN	,
mon	DET:POS	mon
papa	NOM	papa
,	PUN	,
et	KON	et
cécile	NOM	cécile
,	PUN	,
ma	DET:POS	mon
maman	NOM	maman
,	PUN	,
au	PRP:det	au
12	NUM	@card@
rue	NOM	rue
du	PRP:det	du
carrefour	NOM	carrefour
.	SENT	.
cette	PRO:DEM	ce
maison	NOM	maison
appartenait	VER:impf	appartenir
à	PRP	à
mon	DET:POS	mon
arrière	ADJ	arrière
grand-mère	NOM	grand-mère
,	PUN	,
marthe	ADJ	marthe
dorlet	NOM	dorlet
,	PUN	,
qui	PRO:REL	qui
est	VER:pres	être
décédée	VER:pper	décéder
le	DET:ART	le
4	NUM	@card@
août	NOM	août
1999	NUM	@card@
papa	NOM	papa
et	KON	et
mon	DET:POS	mon
grand-père	NOM	grand-père
jean-paul	ADJ	jean-paul
nicolas	VER:simp	nicolas
nous	PRO:PER	nous
ont	VER:pres	avoir
fait	VER:pper	faire
un	DET:ART	un
bel	ADJ	beau
appartement	NOM	appartement
au	PRP:det	au
premier	NUM	premier
étage	NOM	étage
,	PUN	,
ils	PRO:PER	il
s'	PRO:PER	se
occuperont	VER:futu	occuper
plus	ADV	plus
tard	ADV	tard
du	PRP:det	du
rez-de-chaussée	NOM	rez-de-chaussée
.	SENT	.
mon	DET:POS	mon
papa	NOM	papa
conduit	VER:pres	conduire
un	DET:ART	un
camion	NOM	camion
à	PRP	à
la	DET:ART	le
sld	NOM	sld
tp	NOM	tp
,	PUN	,
une	DET:ART	un
entreprise	NOM	entreprise
de	PRP	de
drainage	NOM	drainage
et	KON	et
de	PRP	de
travaux	NOM	travail
publics	ADJ	public
de	PRP	de
toul	NOM	toul
;	PUN	;
quant	PRP	quant
à	PRP	à
maman	NOM	maman
elle	PRO:PER	elle
travaille	VER:pres	travailler
à	PRP	à
edf	NOM	edf
gdf	NOM	gdf
,	PUN	,
au	PRP:det	au
centre	NOM	centre
de	PRP	de
villers-lès-nancy	NOM	villers-lès-nancy
.	SENT	.
tous	PRO:IND	tout
les	DET:ART	le
deux	NUM	deux
disent	VER:pres	dire
qu'	KON	que
un	DET:ART	un
jour	NOM	jour
j'	PRO:PER	je
aurai	VER:futu	avoir
soit	KON	soit
un	DET:ART	un
petit	ADJ	petit
frère	NOM	frère
ou	KON	ou
une	DET:ART	un
petite	ADJ	petit
soeur	NOM	sœur
,	PUN	,
moi	PRO:PER	moi
,	PUN	,
je	PRO:PER	je
voudrais	VER:cond	vouloir
bien	ADV	bien
les	DET:ART	le
deux	NUM	deux
.	SENT	.
j'	PRO:PER	je
ai	VER:pres	avoir
hâte	NOM	hâte
d'	PRP	de
être	VER:infi	être
plus	ADV	plus
grande	ADJ	grand
».	VER:futu	».
félicitations	NOM	félicitation
aux	PRP:det	au
parents	ADJ	parent
et	KON	et
excellente	ADJ	excellent
santé	NOM	santé
à	PRP	à
la	DET:ART	le
petite	ADJ	petit
léonie	NOM	léonie
.	SENT	.
