l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
olivier	NOM	olivier
sipkovsky	ADJ	sipkovsky
,	PUN	,
chemin	NOM	chemin
rural	ADJ	rural
de	PRP	de
les	DET:ART	le
paroches	ADJ	paroches
,	PUN	,
tél-fax	NOM	tél-fax
03.29	NUM	@card@
.	SENT	.
90.91	NUM	@card@
.	SENT	.
60	NUM	@card@
affouages	NOM	affouage
les	DET:ART	le
affouagistes	NOM	affouagiste
sont	VER:pres	être
convoqués	VER:pper	convoquer
en	PRP	en
mairie	NOM	mairie
,	PUN	,
lundi	NOM	lundi
3	NUM	@card@
février	NOM	février
,	PUN	,
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
pour	PRP	pour
le	DET:ART	le
tirage	NOM	tirage
au	PRP:det	au
sort	NOM	sort
des	PRP:det	du
affouages	NOM	affouage
2003	NUM	@card@
mairie	NOM	mairie
le	DET:ART	le
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
sera	VER:futu	être
exceptionnellement	ADV	exceptionnellement
fermé	VER:pper	fermer
mardi	NOM	mardi
4	NUM	@card@
février	NOM	février
.	SENT	.
réouverture	NOM	réouverture
le	DET:ART	le
jeudi	NOM	jeudi
suivant	VER:ppre	suivre
aux	PRP:det	au
heures	NOM	heure
habituelles	ADJ	habituel
.	SENT	.
