c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
joie	NOM	joie
que	KON	que
la	DET:ART	le
population	NOM	population
s'	PRO:PER	se
est	VER:pres	être
retrouvée	VER:pper	retrouver
à	PRP	à
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
.	SENT	.
outre	ADV	outre
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
des	PRP:det	du
rois	NOM	roi
,	PUN	,
l'	DET:ART	le
association	NOM	association
entente	NOM	entente
et	KON	et
loisirs	NOM	loisir
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
manqué	VER:pper	manquer
de	PRP	de
mettre	VER:infi	mettre
à	PRP	à
l'	DET:ART	le
honneur	NOM	honneur
les	DET:ART	le
personnes	NOM	personne
qui	PRO:REL	qui
avaient	VER:impf	avoir
décoré	VER:pper	décorer
et	KON	et
illuminé	VER:pper	illuminer
leur	DET:POS	leur
maison	NOM	maison
durant	PRP	durant
les	DET:ART	le
fêtes	NOM	fête
de	PRP	de
fin	NOM	fin
d'	PRP	de
année	NOM	année
:	PUN	:
1	NUM	@card@
e	NOM	e
r	ADJ	r
,	PUN	,
bruno	NOM	bruno
humblot	ADJ	humblot
;	PUN	;
2	NUM	@card@
e,	NOM	e,
marie-madeleine	VER:pres	marie-madeleine
gaudron	NOM	gaudron
;	PUN	;
3	NUM	@card@
e,	NOM	e,
nicolas	VER:simp	nicolas
bourdot	NOM	bourdot
.	SENT	.
le	DET:ART	le
lauréat	NOM	lauréat
de	PRP	de
l'	DET:ART	le
an	NOM	an
dernier	ADJ	dernier
,	PUN	,
jean	NOM	jean
sinot	NOM	sinot
,	PUN	,
était	VER:impf	être
hors	PRP	hors
concours	NOM	concours
mais	KON	mais
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
failli	VER:pper	faillir
à	PRP	à
la	DET:ART	le
tradition	NOM	tradition
des	PRP:det	du
décorations	NOM	décoration
.	SENT	.
une	DET:ART	un
exposition	NOM	exposition
des	PRP:det	du
travaux	NOM	travail
réalisés	VER:pper	réaliser
par	PRP	par
la	DET:ART	le
section	NOM	section
bricolage	NOM	bricolage
était	VER:impf	être
visible	ADJ	visible
.	SENT	.
lampes	NOM	lampe
de	PRP	de
chevet	NOM	chevet
,	PUN	,
boites	NOM	boite
à	PRP	à
couture	NOM	couture
,	PUN	,
à	PRP	à
crayons	NOM	crayon
etc	ABR	etc
.	SENT	.
madame	NOM	madame
le	DET:ART	le
maire	NOM	maire
a	VER:pres	avoir
salué	VER:pper	saluer
l'	DET:ART	le
assemblée	NOM	assemblée
et	KON	et
à	PRP	à
invité	NOM	invité
les	DET:ART	le
intéressés	ADJ	intéressé
à	PRP	à
réserver	VER:infi	réserver
leurs	DET:POS	leur
chaises	NOM	chaise
pour	PRP	pour
les	DET:ART	le
prochaines	ADJ	prochain
représentations	NOM	représentation
théâtrales	ADJ	théâtral
de	PRP	de
la	DET:ART	le
mjc	NOM	mjc
des	PRP:det	du
côtes	NOM	côte
et	KON	et
de	PRP	de
la	DET:ART	le
ruppe	NOM	ruppe
.	SENT	.
a	VER:pres	avoir
savoir	VER:infi	savoir
vendredi	NOM	vendredi
17	NUM	@card@
janvier	NOM	janvier
et	KON	et
samedi	NOM	samedi
18	NUM	@card@
janvier	NOM	janvier
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
samedi	NOM	samedi
1	NUM	@card@
e	NOM	e
r	VER:subi	r
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
dimanche	NOM	dimanche
2	NUM	@card@
février	NOM	février
à	PRP	à
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
salle	NOM	salle
polyvalente	ADJ	polyvalent
de	PRP	de
ruppes	NOM	ruppes
.	SENT	.
sans	PRP	sans
oublier	VER:infi	oublier
le	DET:ART	le
samedi	NOM	samedi
25	NUM	@card@
janvier	NOM	janvier
pour	PRP	pour
une	DET:ART	un
représentation	NOM	représentation
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
soulosse-sous-saint-elophe	NOM	soulosse-sous-saint-elophe
.	SENT	.
