l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
,	PUN	,
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
,	PUN	,
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
8	NUM	@card@
h	ABR	heure
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
docteur	NOM	docteur
ducrocq	NOM	ducrocq
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.98	NUM	@card@
.	SENT	.
26	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
auxiliaire	NOM	auxiliaire
médicale	ADJ	médical
:	PUN	:
mme	VER:simp	mme
gand	ADJ	gand
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.93	NUM	@card@
.	SENT	.
48	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
14	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
messe	NOM	messe
:	PUN	:
pour	PRP	pour
tout	PRO:IND	tout
le	DET:ART	le
secteur	NOM	secteur
pastoral	ADJ	pastoral
,	PUN	,
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
chapelle	NOM	chapelle
sainte-barbe	NOM	sainte-barbe
de	PRP	de
bouligny	ADJ	bouligny
saint-pierre	NOM	saint-pierre
.	SENT	.
harmonie	NOM	harmonie
municipale	ADJ	municipal
:	PUN	:
à	PRP	à
partir	VER:infi	partir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
répétition	NOM	répétition
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
musique	NOM	musique
.	SENT	.
piscine	NOM	piscine
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
pour	PRP	pour
le	DET:ART	le
public	NOM	public
.	SENT	.
asbb	NOM	asbb
football	NOM	football
:	PUN	:
équipe	NOM	équipe
seniors	NOM	senior
a	VER:pres	avoir
en	PRP	en
amical	NOM	amical
à	PRP	à
briey	NOM	briey
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
coupe	NOM	coupe
meuse	ADJ	meuse
de	PRP	de
football	NOM	football
en	PRP	en
salle	NOM	salle
seniors	NOM	senior
:	PUN	:
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
bouligny	NAM	bouligny
,	PUN	,
finale	NOM	finale
départementale	ADJ	départemental
en	PRP	en
présence	NOM	présence
de	PRP	de
12	NUM	@card@
équipes	NOM	équipe
.	SENT	.
asjpb	NOM	asjpb
basket-ball	NOM	basket-ball
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
,	PUN	,
l'	DET:ART	le
équipe	NOM	équipe
seniors	NOM	senior
masculin	ADJ	masculin
b	VER:simp	b
reçoit	VER:pres	recevoir
hussigny-godbrange	NOM	hussigny-godbrange
.	SENT	.
