c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
calendrier	NOM	calendrier
gastronomique	ADJ	gastronomique
tiré	VER:pper	tirer
à	PRP	à
3.000	NUM	@card@
exemplaires	NOM	exemplaire
,	PUN	,
co-financé	ADJ	co-financé
par	PRP	par
le	DET:ART	le
comité	NOM	comité
régional	ADJ	régional
du	PRP:det	du
tourisme	NOM	tourisme
et	KON	et
la	DET:ART	le
communauté	NOM	communauté
européenne	ADJ	européen
.	SENT	.
ses	DET:POS	son
pages	NOM	page
,	PUN	,
éclairées	VER:pper	éclairer
de	PRP	de
somptueuses	ADJ	somptueux
photos	NOM	photo
,	PUN	,
sont	VER:pres	être
consacrées	VER:pper	consacrer
à	PRP	à
douze	NUM	douze
chefs	NOM	chef
,	PUN	,
un	NOM	un
par	PRP	par
mois	NOM	moi|mois
,	PUN	,
qui	PRO:REL	qui
livrent	VER:pres	livrer
leurs	DET:POS	leur
recettes	NOM	recette
sur	PRP	sur
un	DET:ART	un
petit	ADJ	petit
fascicule	NOM	fascicule
fourni	VER:pper	fournir
avec	PRP	avec
le	DET:ART	le
calendrier	NOM	calendrier
.	SENT	.
la	DET:ART	le
meurthe-et-moselle	NOM	meurthe-et-moselle
a	VER:pres	avoir
droit	ADJ	droit
à	PRP	à
trois	NUM	trois
mois	NOM	moi|mois
.	SENT	.
février	NOM	février
,	PUN	,
avec	PRP	avec
michel	ADJ	michel
million	NOM	million
et	KON	et
cyril	NOM	cyril
leclerc	NOM	leclerc
,	PUN	,
du	PRP:det	du
château	NOM	château
d'	PRP	de
adoménil	NOM	adoménil
à	PRP	à
lunéville	NAM	Lunéville
,	PUN	,
auteurs	NOM	auteur
d'	PRP	de
un	DET:ART	un
chiboust	NOM	chiboust
à	PRP	à
l'	DET:ART	le
orange	NOM	orange
,	PUN	,
ses	DET:POS	son
macarons	NOM	macaron
et	KON	et
son	DET:POS	son
granité	ADJ	granité
pistache	NOM	pistache
aux	PRP:det	au
éclats	NOM	éclat
de	PRP	de
bergamotes	NOM	bergamote
.	SENT	.
mai	NOM	mai
est	VER:pres	être
dévolu	ADJ	dévolu
à	PRP	à
joël	ADJ	joël
roy	NOM	roy
,	PUN	,
au	PRP:det	au
prieuré	NOM	prieuré
,	PUN	,
à	PRP	à
flavigny	NAM	flavigny
et	KON	et
son	DET:POS	son
sandre	NOM	sandre
rôti	ADJ	rôti
accompagné	VER:pper	accompagner
d'	PRP	de
un	DET:ART	un
soufflé	NOM	soufflé
de	PRP	de
girolles	NOM	girolle
et	KON	et
écrevisses	NOM	écrevisse
.	SENT	.
jean-luc	NOM	jean-luc
mengin	NOM	mengin
,	PUN	,
les	DET:ART	le
pissenlits	NOM	pissenlit
à	PRP	à
nancy	NOM	nancy
,	PUN	,
termine	VER:pres	terminer
le	DET:ART	le
cycle	NOM	cycle
départemental	ADJ	départemental
en	PRP	en
septembre	NOM	septembre
avec	PRP	avec
un	DET:ART	un
buisson	NOM	buisson
de	PRP	de
myrtilles	NOM	myrtille
,	PUN	,
macaron	NOM	macaron
pistache	NOM	pistache
et	KON	et
sauce	NOM	sauce
de	PRP	de
lait	NOM	lait
de	PRP	de
brebis	NOM	brebis
aux	PRP:det	au
framboises	NOM	framboise
.	SENT	.
les	DET:ART	le
gourmands	NOM	gourmand
qui	PRO:REL	qui
veulent	VER:pres	vouloir
connaître	VER:infi	connaître
les	DET:ART	le
offices	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
diffuseurs	NOM	diffuseur
peuvent	VER:pres	pouvoir
taper	VER:infi	taper
www	NOM	www
.	SENT	.
crt-lorraine	NOM	crt-lorraine
.	SENT	.
fr	NOM	fr
