c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
plaisir	NOM	plaisir
que	PRO:REL	que
nous	PRO:PER	nous
apprenons	VER:pres	apprendre
la	DET:ART	le
première	NUM	premier
naissance	NOM	naissance
de	PRP	de
l'	DET:ART	le
année	NOM	année
au	PRP:det	au
village	NOM	village
.	SENT	.
une	DET:ART	un
petite	ADJ	petit
justine	NOM	justine
est	VER:pres	être
venue	VER:pper	venir
égayer	VER:infi	égayer|égayer
le	DET:ART	le
foyer	NOM	foyer
de	PRP	de
pascal	NOM	pascal
vaxelaire	ADJ	vaxelaire
,	PUN	,
vendeur	ADJ	vendeur
aux	PRP:det	au
établissements	NOM	établissement
thiriet	ADJ	thiriet
et	KON	et
de	PRP	de
valérie	NOM	valérie
colotte	ADJ	colotte
,	PUN	,
mère	NOM	mère
au	PRP:det	au
foyer	NOM	foyer
,	PUN	,
domiciliés	VER:pper	domicilier
3	NUM	@card@
allée	NOM	allée
rin	VER:subi	rin
du	PRP:det	du
chatel	NOM	chatel
.	SENT	.
justine	NOM	justine
a	VER:pres	avoir
fait	VER:pper	faire
également	ADV	également
la	DET:ART	le
fierté	NOM	fierté
de	PRP	de
son	DET:POS	son
grand	ADJ	grand
frère	NOM	frère
benjamin	NOM	benjamin
,	PUN	,
2	NUM	@card@
ans	NOM	an
et	KON	et
demi	NOM	demi
,	PUN	,
et	KON	et
la	DET:ART	le
joie	NOM	joie
de	PRP	de
ses	DET:POS	son
grands-parents	NOM	grands-parents
joseph	ADJ	joseph
colotte	ADJ	colotte
et	KON	et
mme	ADJ	mme
.	SENT	.
nos	DET:POS	notre
félicitations	NOM	félicitation
aux	PRP:det	au
parents	NOM	parent|parents
.	SENT	.
