c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
une	DET:ART	un
ambiance	NOM	ambiance
des	PRP:det	du
grands	ADJ	grand
jours	NOM	jour
que	KON	que
le	DET:ART	le
club	NOM	club
des	PRP:det	du
aînés	NOM	aîné
de	PRP	de
chargey-lès-gray	NOM	chargey-lès-gray
a	VER:pres	avoir
accueilli	VER:pper	accueillir
les	DET:ART	le
adhérents	NOM	adhérent
des	PRP:det	du
villages	NOM	village
voisins	ADJ	voisin
pour	PRP	pour
la	DET:ART	le
traditionnelle	ADJ	traditionnel
potée	NOM	potée
de	PRP	de
février	NOM	février
.	SENT	.
au	PRP:det	au
menu	NOM	menu
:	PUN	:
un	DET:ART	un
bon	ADJ	bon
repas	NOM	repas
cuisiné	VER:pper	cuisiner
par	PRP	par
thérèse	NOM	thérèse
gauffinet	NOM	gauffinet
,	PUN	,
suivi	VER:pper	suivre
d'	PRP	de
un	DET:ART	un
après-midi	NOM	après-midi
en	PRP	en
musique	NOM	musique
et	KON	et
en	PRP	en
danses	NOM	danse
.	SENT	.
de	PRP	de
quoi	PRO	quoi
oublier	VER:infi	oublier
les	DET:ART	le
frimas	NOM	frimas
extérieurs	ADJ	extérieur
et	KON	et
se	PRO:PER	se
retrouver	VER:infi	retrouver
entre	PRP	entre
amis	NOM	ami
le	DET:ART	le
temps	NOM	temps
d'	PRP	de
une	DET:ART	un
sympathique	ADJ	sympathique
journée	NOM	journée
.	SENT	.
le	DET:ART	le
club	NOM	club
des	PRP:det	du
aînés	NOM	aîné
compte	VER:pres	compter
actuellement	ADV	actuellement
une	DET:ART	un
cinquantaine	NOM	cinquantaine
d'	PRP	de
adhérents	NOM	adhérent
.	SENT	.
il	PRO:PER	il
organise	VER:pres	organiser
régulièrement	ADV	régulièrement
des	PRP:det	du
rencontres	NOM	rencontre
,	PUN	,
sorties	NOM	sortie
et	KON	et
repas	NOM	repas
à	PRP	à
thèmes	NOM	thème
.	SENT	.
contact	NOM	contact
:	PUN	:
mme	VER:simp	mme
lomberger	NOM	lomberger
ou	KON	ou
m.	VER:simp	m.
colette	NOM	colette
.	SENT	.
